"kanji","meaning_en","meaning_ne","jlpt","onyomi","kunyomi","words","example","example_en","example_ne","component","confusable","disc_front","disc_options","disc_answer","disc_note","tags"
"落","fall, drop","खस्नु","N3","ラク","お・ちる / お・とす","落[お]ちる — to fall; to fail (an exam) — खस्नु; फेल हुनु<br>落[お]とす — to drop; to lose — खसाल्नु, हराउनु<br>落[お]ち 着[つ]く — to calm down, settle — शान्त हुनु<br>落[お]ち 込[こ]む — to feel down — निराश हुनु","財布[さいふ]を どこかで 落[お]としてしまった。","I dropped my wallet somewhere.","पर्स कतै खसालेँ।","艹 + 氵 + 各 (autumn leaves and water drops falling down one by each)","薬 (くすり) also has 艹 on top; 路 (みち) = 足 + 各","","","","","N3 kanji batch2 vocab_linked kanji_day11 verb"
"失","lose","गुमाउनु","N3","シツ","うしな・う","失[うしな]う — to lose — गुमाउनु<br>失敗[しっぱい] — failure — असफलता<br>失礼[しつれい] — rudeness; excuse me — अशिष्टता; माफ गर्नुहोस्<br>失業[しつぎょう] — unemployment — बेरोजगारी","失敗[しっぱい]を 恐[おそ]れずに 挑戦[ちょうせん]しよう。","Let's take on the challenge without fearing failure.","असफलताको डर नमानी प्रयास गरौँ।","丿 + 夫 (an item slipping away from an outstretched hand, causing you to lose it)","矢 (や, arrow); 夫 (おっと, husband)","Which kanji is in 失敗 (failure)? ＿敗","失 / 矢 / 夫","失","失 has an extra stroke poking out at the top-left. 矢 (arrow) has a short flat top. 夫 is 大 with two horizontal lines.","N3 kanji batch2 vocab_linked kanji_day11 verb confusable"
"残","remain, leave behind","बाँकी रहनु","N3","ザン","のこ・る / のこ・す","残[のこ]る — to remain, be left — बाँकी रहनु<br>残[のこ]す — to leave behind — बाँकी राख्नु<br>残念[ざんねん] — regrettable, too bad — अफसोस<br>残業[ざんぎょう] — overtime — ओभरटाइम","今日[きょう]も 残業[ざんぎょう]で 帰[かえ]りが 遅[おそ]くなる。","I'll be home late again today because of overtime.","आज पनि ओभरटाइमले घर फर्कन ढिलो हुन्छ।","歹 + 戔 (bones and crossed weapons left behind to remain on a battlefield)","浅 (あさ・い, shallow) = 氵 + 戔; 銭 (ぜに, money) = 金 + 戔","Which kanji is in 残業 (overtime)? ＿業","残 / 浅 / 銭","残","残 has 歹 on the left. 浅 has 氵 (浅い). 銭 has 金 (small change).","N3 kanji batch2 vocab_linked kanji_day11 verb confusable"
"消","disappear; erase, turn off","हराउनु; मेटाउनु","N3","ショウ","き・える / け・す","消[き]える — to disappear, go out — हराउनु, निभ्नु<br>消[け]す — to erase, turn off — मेटाउनु, निभाउनु<br>消費[しょうひ] — consumption — उपभोग<br>消防[しょうぼう] — fire fighting — दमकल<br>取[と]り 消[け]す — to cancel — रद्द गर्नु","出[で]かける 前[まえ]に 電気[でんき]を 消[け]してください。","Please turn off the lights before going out.","बाहिर जानुअघि बत्ती निभाउनुहोस्।","氵 + 肖 (pouring water on a flame until it dwindles down to nothing and disappears)","削 (けず・る, shave) = 肖 + 刂","","","","","N3 kanji batch2 vocab_linked kanji_day11 verb"
"移","move, transfer","सर्नु, सार्नु","N3","イ","うつ・る / うつ・す","移[うつ]る — to move, shift (intr.) — सर्नु<br>移[うつ]す — to move, transfer (tr.) — सार्नु<br>移動[いどう] — movement, transfer — स्थानान्तरण<br>移民[いみん] — immigrant, immigration — आप्रवासी","来月[らいげつ] 新[あたら]しい オフィスに 移[うつ]る。","We'll move to a new office next month.","अर्को महिना नयाँ अफिसमा सर्छौँ।","禾 + 多 (carrying many stalks of grain to transfer them to a new field)","秒 (びょう, second) = 禾 + 少","","","","","N3 kanji batch2 vocab_linked kanji_day11 verb"
"参","participate; go (humble)","सहभागी हुनु","N3","サン","まい・る","参加[さんか] — participation — सहभागिता<br>参考[さんこう] — reference — सन्दर्भ<br>参[まい]る — to go / come (humble) — जानु / आउनु (विनम्र)","来週[らいしゅう]の 会議[かいぎ]に 参加[さんか]します。","I'll take part in next week's meeting.","अर्को हप्ताको बैठकमा सहभागी हुन्छु।","厶 + 大 + 彡 (dressing up with fine hair ornaments to go and participate)","惨 (みじ・め, miserable) = 忄 + 参","","","","","N3 kanji batch2 vocab_linked kanji_day12 noun"
"加","add, join","थप्नु, सामेल हुनु","N3","カ","くわ・える / くわ・わる","加[くわ]える — to add — थप्नु<br>加[くわ]わる — to join, be added — सामेल हुनु<br>参加[さんか] — participation — सहभागिता<br>増加[ぞうか] — increase — वृद्धि<br>追加[ついか] — addition — थप","スープに 塩[しお]を 少[すこ]し 加[くわ]えた。","I added a little salt to the soup.","सुपमा अलिकति नुन थपेँ।","力 + 口 (adding your voice and physical power to join a cause)","如 (じょ) = 女 + 口; 功 (こう, 成功) = 工 + 力","","","","","N3 kanji batch2 vocab_linked kanji_day12 verb"
"願","wish, request","कामना, अनुरोध","N3","ガン","ねが・う","願[ねが]う — to wish, request — कामना गर्नु, अनुरोध गर्नु<br>お 願[ねが]い — request; please — अनुरोध<br>願書[がんしょ] — application form — आवेदन फारम<br>志願[しがん] — application, volunteering — आवेदन","世界[せかい]の 平和[へいわ]を 願[ねが]っている。","I wish for world peace.","विश्व शान्तिको कामना गर्छु।","原 + 頁 (bowing your head at a sacred spring to make a wish)","原 (げん, origin) and 源 (みなもと) share 原","Which kanji means 'wish / request'? お＿いします","源 / 原 / 願","願","願 has 頁 on the right. 原 is bare (原因). 源 has 氵 (資源).","N3 kanji batch2 vocab_linked kanji_day12 verb confusable"
"望","hope, desire","आशा","N3","ボウ","のぞ・む","望[のぞ]む — to hope for, desire — चाहनु<br>希望[きぼう] — hope, wish — आशा<br>失望[しつぼう] — disappointment — निराशा<br>要望[ようぼう] — request, demand — माग","将来[しょうらい]は 海外[かいがい]で 働[はたら]くことを 希望[きぼう]している。","I hope to work abroad in the future.","भविष्यमा विदेशमा काम गर्ने आशा छ।","亡 + 月 + 王 (a ruler standing tall and gazing up at the distant moon in hope)","忘 (わす・れる) = 亡 + 心 — shares 亡 on top","","","","","N3 kanji batch2 vocab_linked kanji_day12 verb noun"
"期","period, term; expect","अवधि; अपेक्षा","N3","キ","—","期間[きかん] — period — अवधि<br>期待[きたい] — expectation — अपेक्षा<br>時期[じき] — time, season — समय<br>学期[がっき] — semester — सत्र<br>期限[きげん] — deadline — म्याद","レポートの 提出[ていしゅつ] 期限[きげん]は 金曜日[きんようび]だ。","The deadline for submitting the report is Friday.","रिपोर्ट बुझाउने म्याद शुक्रबार हो।","其 + 月 (tracking that specific cycle of the moon to measure a set period)","基 (き, 基本) = 其 + 土 — same reading","Which kanji is in 期待 (expectation)? ＿待","旗 / 期 / 基","期","期 has 月 on the right. 基 has 土 underneath (基本, 基礎). 旗 (はた, flag) has 方 on the left.","N3 kanji batch2 vocab_linked kanji_day12 noun confusable"
"限","limit","सीमा","N3","ゲン","かぎ・る","限[かぎ]る — to limit, restrict — सीमित गर्नु<br>〜に 限[かぎ]り — limited to — मात्र<br>期限[きげん] — deadline — म्याद<br>制限[せいげん] — restriction — प्रतिबन्ध<br>限界[げんかい] — limit — सीमा","この 割引[わりびき]は 今週[こんしゅう]に 限[かぎ]ります。","This discount is limited to this week.","यो छुट यो हप्ता मात्र हो।","阝 + 艮 (a wall where your gaze stops → limit)","眼 (め, eye) = 目 + 艮; 根 (ね, root) = 木 + 艮; 銀 (ぎん) = 金 + 艮","Which kanji is in 期限 (deadline)? 期＿","根 / 限 / 眼","限","限 has 阝 on the left. 眼 has 目 (眼鏡). 根 has 木 (根本). All three share 艮.","N3 kanji batch2 vocab_linked kanji_day13 noun verb confusable"
"制","system; control, restrict","प्रणाली; नियन्त्रण","N3","セイ","—","制限[せいげん] — restriction — सीमा, प्रतिबन्ध<br>制度[せいど] — system — प्रणाली<br>制服[せいふく] — uniform — पोशाक<br>規制[きせい] — regulation — नियमन","この 道路[どうろ]は 速度[そくど] 制限[せいげん]が 40キロだ。","This road has a 40 km/h speed limit.","यो सडकमा गति सीमा ४० किमी हो।","牛-like + 刂 (using a blade to prune and control)","製 (せい, manufacture) = 制 + 衣 — 制作 (production) vs 製作 (manufacturing)","Which kanji is in 制限 (restriction)? ＿限","刺 / 制 / 製","制","制 stands alone — control/system. 製 has 衣 underneath — physical manufacturing (製品). 刺 (さ・す) has 朿 on the left.","N3 kanji batch2 vocab_linked kanji_day13 noun confusable"
"規","rule, standard","नियम","N3","キ","—","規則[きそく] — rule — नियम<br>規模[きぼ] — scale — आकार<br>規制[きせい] — regulation — नियमन<br>定規[じょうぎ] — ruler — रुलर","学校[がっこう]の 規則[きそく]を 守[まも]らなければならない。","You must follow the school rules.","विद्यालयको नियम पालना गर्नुपर्छ।","夫 + 見 (a wise person observing the standard)","現 (げん) = 王 + 見; 視 (し, 視点) = 礻 + 見","","","","","N3 kanji batch2 vocab_linked kanji_day13 noun"
"則","rule, law","नियम","N3","ソク","—","規則[きそく] — rule — नियम<br>原則[げんそく] — principle — सिद्धान्त<br>法則[ほうそく] — law (scientific) — नियम (विज्ञान)<br>反則[はんそく] — foul, violation — नियम उल्लङ्घन","原則[げんそく]として、 返品[へんぴん]は できません。","As a rule, returns are not accepted.","सिद्धान्ततः फिर्ता स्वीकार गरिँदैन।","貝 + 刂 (carving laws onto valuable bronze)","側 (がわ, side) = 亻 + 則; 測 (はか・る, measure) = 氵 + 則","Which kanji is in 規則 (rule)? 規＿","則 / 側 / 測","則","則 is bare. 側 has 亻 (右側). 測 has 氵 (測る).","N3 kanji batch2 vocab_linked kanji_day13 noun confusable"
"約","promise; approximately","वाचा; लगभग","N3","ヤク","—","約束[やくそく] — promise — वाचा<br>予約[よやく] — reservation — बुकिङ<br>約[やく] — approximately — लगभग<br>契約[けいやく] — contract — सम्झौता<br>節約[せつやく] — saving, economizing — बचत","駅[えき]から 会社[かいしゃ]まで 約[やく] 十分[じゅっぷん] かかる。","It takes about ten minutes from the station to the office.","स्टेसनबाट अफिससम्म लगभग दस मिनेट लाग्छ।","糸 + 勺 (binding with a thread to seal a promise)","的 (てき, 目的) = 白 + 勺; 釣 (つ・る, fishing) = 金 + 勺","Which kanji is in 約束 (promise)? ＿束","的 / 約 / 釣","約","約 has 糸 on the left. 的 has 白 (目的). 釣 has 金 (釣り).","N3 kanji batch2 vocab_linked kanji_day13 noun confusable"
"商","commerce, trade","व्यापार","N3","ショウ","あきな・う","商品[しょうひん] — goods, product — सामान<br>商売[しょうばい] — business, trade — व्यापार<br>商社[しょうしゃ] — trading company — व्यापारिक कम्पनी<br>商業[しょうぎょう] — commerce — व्यापार","この 商品[しょうひん]は 今[いま] 売[う]り 切[き]れです。","This product is currently sold out.","यो सामान अहिले सकिएको छ।","立 + 冂 + 口 (standing at a market booth to trade)","敵 (てき, enemy) and 適 (てき, 適当) have a similar inner shape","","","","","N3 kanji batch2 vocab_linked kanji_day14 noun"
"品","goods, article; quality","सामान; गुण","N3","ヒン","しな","商品[しょうひん] — goods — सामान<br>品物[しなもの] — article, goods — सामान<br>製品[せいひん] — product — उत्पादन<br>食品[しょくひん] — food product — खाद्य पदार्थ<br>上品[じょうひん] — elegant, refined — शिष्ट","食品[しょくひん] 売[う]り 場[ば]は 地下[ちか] 一階[いっかい]です。","The food section is on basement floor one.","खाद्य विभाग भूमिगत पहिलो तलामा छ।","口 × 3 (boxes of items stacked up as goods)","晶 (しょう, crystal) = 日 × 3","","","","","N3 kanji batch2 vocab_linked kanji_day14 noun"
"価","price, value","मूल्य","N3","カ","—","価格[かかく] — price — मूल्य<br>価値[かち] — value — मूल्य, महत्त्व<br>評価[ひょうか] — evaluation — मूल्याङ्कन<br>物価[ぶっか] — commodity prices — महँगी","最近[さいきん] 物価[ぶっか]が 上[あ]がっている。","Prices have been rising recently.","हालै महँगी बढिरहेको छ।","亻 + 覀 (a person inspecting goods to determine their value)","値 (ね) — 価値 uses both; 西 (にし) on the right looks the same","","","","","N3 kanji batch2 vocab_linked kanji_day14 noun"
"値","price; value","मूल्य; मान","N3","チ","ね / あたい","値段[ねだん] — price — मूल्य<br>価値[かち] — value — मूल्य<br>値上[ねあ]げ — price increase — मूल्य वृद्धि<br>数値[すうち] — numerical value — सङ्ख्यात्मक मान","この 店[みせ]は 値段[ねだん]の 割[わり]に 味[あじ]が いい。","This place tastes good for the price.","यो पसलको मूल्य अनुसार स्वाद राम्रो छ।","亻 + 直 (a person setting a direct, honest price)","直 (なお・す); 植 (う・える) = 木 + 直","Which kanji is in 値段 (price)? ＿段","直 / 植 / 値","値","値 has 亻 on the left. 直 is bare (直す). 植 has 木 (植える).","N3 kanji batch2 vocab_linked kanji_day14 noun confusable"
"費","expense, cost","खर्च","N3","ヒ","つい・やす","費用[ひよう] — cost, expense — खर्च<br>消費[しょうひ] — consumption — उपभोग<br>交通費[こうつうひ] — transportation cost — यातायात खर्च<br>生活費[せいかつひ] — living expenses — जीवनयापन खर्च<br>費[つい]やす — to spend (time/money) — खर्च गर्नु","引[ひ]っ 越[こ]しの 費用[ひよう]は 十万円[じゅうまんえん]ぐらい かかった。","The moving cost was about 100,000 yen.","सर्ने खर्च लगभग एक लाख येन लाग्यो।","弗 + 貝 (money being spent and crossing out savings)","貴 (き, 貴重) and 貨 (か, 貨物) also sit on 貝","Which kanji is in 費用 (expense)? ＿用","貨 / 貴 / 費","費","費 has 弗 on top. 貴 has 中 + 一 on top (貴重). 貨 has 化 on top (貨物).","N3 kanji batch2 vocab_linked kanji_day14 noun confusable"
"済","finish, settle; economy","सकिनु; अर्थतन्त्र","N3","サイ","す・む / す・ませる","済[す]む — to be finished, settled — सकिनु<br>済[す]ませる — to finish, get done — सक्नु<br>経済[けいざい] — economy — अर्थतन्त्र<br>返済[へんさい] — repayment — फिर्ता भुक्तानी","昼[ひる]ご 飯[はん]は もう 済[す]ませました。","I've already had lunch.","दिउँसोको खाना खाइसकेँ।","氵 + 斉 (water brought to balance, settling everything)","斉 (せい); 剤 (ざい, 薬剤) = 斉 + 刂","","","","","N3 kanji batch2 vocab_linked kanji_day15 verb noun"
"支","support; branch; pay","सहारा; शाखा; भुक्तानी","N3","シ","ささ・える","支払[しはら]う — to pay — तिर्नु<br>支[ささ]える — to support — सहारा दिनु<br>支店[してん] — branch (office) — शाखा<br>支度[したく] — preparation — तयारी<br>支持[しじ] — support (of an opinion) — समर्थन","家賃[やちん]は 毎月[まいつき] 月末[げつまつ]に 支払[しはら]う。","I pay the rent at the end of every month.","घरभाडा हरेक महिनाको अन्त्यमा तिर्छु।","十 + 又 (a hand holding up a branch for support)","枝 (えだ, branch) = 木 + 支; 技 (わざ, 技術) = 扌 + 支","Which kanji is in 支払う (pay)? ＿払う","支 / 枝 / 技","支","支 is bare. 枝 has 木 (tree branch). 技 has 扌 (技術).","N3 kanji batch2 vocab_linked kanji_day15 verb noun confusable"
"払","pay; brush off","तिर्नु","N3","フツ","はら・う","払[はら]う — to pay — तिर्नु<br>支払[しはら]い — payment — भुक्तानी<br>払[はら]い 戻[もど]す — to refund — फिर्ता दिनु (पैसा)","会計[かいけい]は カードで 払[はら]えますか。","Can I pay the bill by card?","बिल कार्डबाट तिर्न सकिन्छ?","扌 + 厶 (a hand sweeping outward to pay or brush off)","仏 (ほとけ, Buddha) = 亻 + 厶; 私 (わたし) = 禾 + 厶","Which kanji means 'pay'? カードで＿えますか","仏 / 払 / 私","払","払 has 扌 — a hand handing over money. 仏 has 亻 (仏教). 私 has 禾.","N3 kanji batch2 vocab_linked kanji_day15 verb confusable"
"給","supply; salary","आपूर्ति; तलब","N3","キュウ","—","給料[きゅうりょう] — salary — तलब<br>給与[きゅうよ] — pay, wages — तलब<br>時給[じきゅう] — hourly wage — प्रतिघण्टा ज्याला<br>支給[しきゅう] — provision, payment (by employer) — प्रदान","この アルバイトの 時給[じきゅう]は 千二百円[せんにひゃくえん]です。","This part-time job pays 1,200 yen an hour.","यो पार्टटाइम कामको ज्याला प्रतिघण्टा १२०० येन हो।","糸 + 合 (joining threads together to supply provisions)","結 (むす・ぶ) = 糸 + 吉; 絵 (え) = 糸 + 会","Which kanji is in 給料 (salary)? ＿料","結 / 絵 / 給","給","給 has 合 on the right. 結 has 吉 (結婚). 絵 has 会 (絵を描く).","N3 kanji batch2 vocab_linked kanji_day15 noun confusable"
"収","income; collect, put away","आम्दानी; सङ्कलन","N3","シュウ","おさ・める / おさ・まる","収入[しゅうにゅう] — income — आम्दानी<br>収[おさ]める — to put away; to obtain — राख्नु; प्राप्त गर्नु<br>回収[かいしゅう] — collection, recall — सङ्कलन<br>吸収[きゅうしゅう] — absorption — अवशोषण","収入[しゅうにゅう]より 支出[ししゅつ]の ほうが 多[おお]い。","Expenses exceed income.","आम्दानीभन्दा खर्च बढी छ।","丩 + 又 (a hand gathering tangled crops to collect income)","叫 (さけ・ぶ, shout) = 口 + 丩","","","","","N3 kanji batch2 vocab_linked kanji_day15 noun verb"
"判","judge; seal, stamp","निर्णय; छाप","N3","ハン","—","判断[はんだん] — judgment, decision — निर्णय<br>裁判[さいばん] — trial — मुद्दा<br>判子[はんこ] — seal, stamp — छाप<br>評判[ひょうばん] — reputation — प्रतिष्ठा","自分[じぶん]で 判断[はんだん]して 決[き]めてください。","Please judge and decide for yourself.","आफैँ विचार गरेर निर्णय गर्नुहोस्।","半 + 刂 (cutting cleanly in half to make a fair judgment)","半 (はん, half); 伴 (ともな・う) = 亻 + 半","Which kanji is in 判断 (judgment)? ＿断","半 / 伴 / 判","判","判 has 刂 on the right. 半 is bare (半分). 伴 has 亻 (伴う).","N3 kanji batch2 vocab_linked kanji_day16 noun confusable"
"断","refuse; cut off; judge","अस्वीकार गर्नु; काट्नु","N3","ダン","ことわ・る / た・つ","断[ことわ]る — to refuse, decline — अस्वीकार गर्नु<br>判断[はんだん] — judgment — निर्णय<br>横断[おうだん] — crossing (a road) — बाटो काट्नु<br>断[た]つ — to cut off, give up — बन्द गर्नु<br>油断[ゆだん] — carelessness — लापरवाही","上司[じょうし]の 誘[さそ]いを 断[ことわ]るのは 難[むずか]しい。","It's hard to decline an invitation from your boss.","हाकिमको निम्तो अस्वीकार गर्न गाह्रो छ।","米 + 斤 (cutting through bundles with an axe to make a decisive cut)","継 (つ・ぐ, 継続) has the same left part with 糸; 折 (お・る) = 扌 + 斤","Which kanji means 'refuse / judge'? 誘いを＿る","折 / 継 / 断","断","断 has 斤 (axe) on the right — cutting off. 継 has 糸 on the left — continuing (継続). 折 has 扌 (折る).","N3 kanji batch2 vocab_linked kanji_day16 verb noun confusable"
"解","solve; understand; untie","समाधान; बुझाइ","N3","カイ / ゲ","と・く / と・ける","解決[かいけつ] — solution — समाधान<br>理解[りかい] — understanding — बुझाइ<br>解[と]く — to solve — समाधान गर्नु<br>解[と]ける — to be solved; to melt — समाधान हुनु<br>解説[かいせつ] — explanation, commentary — व्याख्या","問題[もんだい]が 難[むずか]しくて、 全部[ぜんぶ] 解[と]けなかった。","The problems were hard and I couldn't solve them all.","प्रश्न गाह्रो भएर सबै हल गर्न सकिनँ।","角 + 刀 + 牛 (using a knife to take apart an ox's horn to understand how it fits)","触 (さわ・る, touch) = 角 + 虫","Which kanji is in 理解 (understanding)? 理＿","解 / 触 / 角","解","解 has 刀 + 牛 on the right. 触 has 虫 (触る). 角 alone is corner/horn.","N3 kanji batch2 vocab_linked kanji_day16 verb noun confusable"
"論","argument, theory","बहस, सिद्धान्त","N3","ロン","—","議論[ぎろん] — discussion, argument — बहस<br>結論[けつろん] — conclusion — निष्कर्ष<br>論文[ろんぶん] — thesis, paper — शोधपत्र<br>理論[りろん] — theory — सिद्धान्त","長[なが]い 議論[ぎろん]の 末[すえ]、 やっと 結論[けつろん]が 出[で]た。","After a long discussion, we finally reached a conclusion.","लामो बहसपछि बल्ल निष्कर्ष निस्कियो।","言 + 侖 (arranging words in logical order to build an argument)","輪 (わ, wheel) = 車 + 侖; 倫 (りん, 倫理) = 亻 + 侖","Which kanji is in 結論 (conclusion)? 結＿","倫 / 輪 / 論","論","論 has 言 on the left. 輪 has 車 (指輪). 倫 has 亻 (倫理).","N3 kanji batch2 vocab_linked kanji_day16 noun confusable"
