#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
笑顔	261	笑顔[えがお]	えがお	noun	noun	smile; smiling face	मुस्कान	彼女[かのじょ]はいつも 笑顔[えがお]で 挨拶[あいさつ]する。	She always greets people with a smile.	子[こ]どもの 笑顔[えがお]を 見[み]ると 元気[げんき]が 出[で]る。	Seeing children's smiles gives me energy.	店員[てんいん]の 笑顔[えがお]が 印象[いんしょう]に 残[のこ]った。	The clerk's smile left an impression.	笑顔で＋V／笑顔になる	Special reading えがお (not わらいがお). 笑顔で = with a smile.	N3 batch3 day11 noun
涙	262	涙[なみだ]	なみだ	noun	noun	tears	आँसु	感動[かんどう]して 涙[なみだ]が 出[で]た。	I was moved and tears came out.	彼女[かのじょ]は 涙[なみだ]を 拭[ふ]いて、また 笑[わら]った。	She wiped her tears and smiled again.	涙[なみだ]が 止[と]まらなかった。	The tears would not stop.	涙が出る・止まらない／涙を流す	涙を流す = shed tears. 泣く is the verb; 涙 is the noun.	N3 batch3 day11 noun
汗	263	汗[あせ]	あせ	noun	noun	sweat	पसिना	夏[なつ]は 少[すこ]し 歩[ある]くだけで 汗[あせ]が 出[で]る。	In summer, sweat comes out just from walking a little.	運動[うんどう]して 汗[あせ]をかいた。	I exercised and worked up a sweat.	冷[つめ]たい 汗[あせ]が 出[で]るほど 緊張[きんちょう]した。	I was so nervous I broke into a cold sweat.	汗をかく／汗が出る	Set phrase: 汗をかく (not 汗を出す). 汗をかくほど働く = work up a sweat.	N3 batch3 day11 noun
息	264	息[いき]	いき	noun	noun	breath	सास	階段[かいだん]を 上[のぼ]ったら、 息[いき]が 切[き]れた。	After climbing the stairs, I was out of breath.	深[ふか]く 息[いき]を 吸[す]って、ゆっくり 吐[は]いてください。	Breathe in deeply and exhale slowly.	寒[さむ]くて 息[いき]が 白[しろ]く 見[み]える。	It is so cold you can see your breath.	息を吸う・吐く／息が切れる	息が切れる = out of breath. ため息 = a sigh.	N3 batch3 day11 noun
姿	265	姿[すがた]	すがた	noun	noun	figure; appearance; form	आकृति; रूप	働[はたら]く 母[はは]の 姿[すがた]を 見[み]て 育[そだ]った。	I grew up watching my mother at work.	彼[かれ]は 急[きゅう]に 姿[すがた]を 消[け]した。	He suddenly disappeared.	着物[きもの] 姿[すがた]の 女性[じょせい]が 歩[ある]いている。	A woman in kimono is walking by.	〜の姿／姿を消す／N＋姿	姿を消す = vanish. 〜姿 = dressed in (着物姿, スーツ姿).	N3 batch3 day11 noun
格好	266	格好[かっこう]	かっこう	noun	noun	appearance; outfit; shape	पहिरन; रूप	そんな 格好[かっこう]で 外[そと]に 出[で]るの？	Are you going out dressed like that?	動[うご]きやすい 格好[かっこう]で 来[き]てください。	Please come in clothes easy to move in.	人前[ひとまえ]で 転[ころ]んで、 格好[かっこう] 悪[わる]かった。	I fell in front of people — so uncool.	格好をする／格好いい・悪い	かっこいい／かっこ悪い come from this word. Casual clothing instructions use it.	N3 batch3 day11 noun
繰り返す	267	繰[く]り 返[かえ]す	くりかえす	verb	v5 transitive	to repeat	दोहोर्‍याउनु	同[おな]じ 間違[まちが]いを 繰[く]り 返[かえ]さないようにしよう。	Let us try not to repeat the same mistakes.	単語[たんご]は 繰[く]り 返[かえ]して 覚[おぼ]えるしかない。	With vocabulary, you just have to repeat until you remember.	歴史[れきし]は 繰[く]り 返[かえ]すと 言[い]われる。	It is said that history repeats itself.	Aを繰り返す／繰り返し（noun/adv）	Your Anki life in one word. 繰り返し = repetition.	N3 batch3 day11 verb
見直す	268	見直[みなお]す	みなおす	verb	v5 transitive	to review; to re-examine; to think better of	फेरि हेर्नु; पुनर्विचार गर्नु	テストの 前[まえ]に、 答[こた]えを 見直[みなお]しましょう。	Before handing in the test, review your answers.	生活[せいかつ] 習慣[しゅうかん]を 見直[みなお]すことにした。	I decided to re-examine my lifestyle habits.	彼[かれ]の 行動[こうどう]を 見[み]て、 彼[かれ]を 見直[みなお]した。	Seeing how he acted, I gained new respect for him.	Aを見直す	Three uses: recheck answers, rethink plans, raise your opinion of someone.	N3 batch3 day11 verb
やり直す	269	やり 直[なお]す	やりなおす	verb	v5 transitive	to redo; to start over	फेरि गर्नु; सुरुदेखि गर्नु	計算[けいさん]を 間違[まちが]えたので、 最初[さいしょ]からやり 直[なお]した。	I made a calculation error, so I redid it from the start.	人生[じんせい]は 何度[なんど]でもやり 直[なお]せる。	In life you can always start over.	この 書類[しょるい]、やり 直[なお]してもらえますか。	Could you redo this document?	Aをやり直す／最初からやり直す	V-stem＋直す = do over (書き直す, 作り直す) — productive N3 pattern.	N3 batch3 day11 verb
見かける	270	見[み]かける	みかける	verb	v1 transitive	to happen to see; to catch sight of	देख्नु (संयोगले)	駅[えき]で 彼[かれ]をよく 見[み]かける。	I often see him at the station.	最近[さいきん]、この 鳥[とり]を 見[み]かけなくなった。	Lately I have stopped seeing this bird around.	困[こま]っている 人[ひと]を 見[み]かけたら、 声[こえ]をかけよう。	If you see someone in trouble, speak to them.	Aを見かける	Passing sight, no intention. 見る = look; 見える = visible; 見かける = happen to see.	N3 batch3 day11 verb
異なる	271	異[こと]なる	ことなる	verb	v5 intransitive	to differ (written)	फरक हुनु	国[くに]によって 文化[ぶんか]は 異[こと]なる。	Cultures differ from country to country.	二人[ふたり]の 意見[いけん]は 大[おお]きく 異[こと]なっている。	The two opinions differ greatly.	この 商品[しょうひん]は 写真[しゃしん]と 色[いろ]が 異[こと]なる 場合[ばあい]があります。	The color of this product may differ from the photo.	AとBが異なる／Aと異なり	Written version of 違う — reading passages use 異なる constantly.	N3 batch3 day11 verb
限る	272	限[かぎ]る	かぎる	verb	v5 transitive/intransitive	to limit; to be limited to	सीमित हुनु/गर्नु	参加[さんか]は 学生[がくせい]に 限[かぎ]ります。	Participation is limited to students.	夏[なつ]は 冷[つめ]たいビールに 限[かぎ]る。	In summer, nothing beats a cold beer.	安[やす]いからといって、いい 物[もの]だとは 限[かぎ]らない。	Just because it is cheap does not mean it is good.	Aに限る／〜とは限らない（N3 grammar）	Three exam faces: Aに限る (limited to / nothing beats), 〜とは限らない (not necessarily).	N3 batch3 day11 verb
様々	273	様々[さまざま]	さまざま	adj	na-adjective	various	विभिन्न; अनेक	様々[さまざま]な 国[くに]の 人[ひと]と 働[はたら]いている。	I work with people from various countries.	失敗[しっぱい]の 原因[げんいん]は 様々[さまざま]だ。	The causes of failure are various.	様々[さまざま]な 意見[いけん]が 出[で]た。	Various opinions came up.	様々な＋N	Written/formal いろいろ. Reading passages prefer 様々.	N3 batch3 day11 adj
既に	274	既[すで]に	すでに	adv	adverb	already (written)	पहिल्यै; अगावै	会場[かいじょう]に 着[つ]いたとき、コンサートは 既[すで]に 始[はじ]まっていた。	When I arrived at the venue, the concert had already started.	その 問題[もんだい]は 既[すで]に 解決[かいけつ]した。	That problem has already been solved.	チケットは 既[すで]に 売[う]り 切[き]れです。	The tickets are already sold out.	既に＋V（ている・た）	Written もう. News and notices use 既に.	N3 batch3 day11 adv
約	275	約[やく]	やく	adv	prefix / adverb	approximately	करिब; लगभग	家[いえ]から 駅[えき]まで 約[やく] 十五分[じゅうごふん]かかる。	It takes about fifteen minutes from home to the station.	この 町[まち]の 人口[じんこう]は 約[やく] 三万人[さんまんにん]だ。	The population of this town is about thirty thousand.	会議[かいぎ]は 約[やく] 二時間[にじかん] 続[つづ]いた。	The meeting lasted about two hours.	約＋number	約 before the number (written); ぐらい after (spoken). Listening questions love swapping them.	N3 batch3 day11 adv
尋ねる	276	尋[たず]ねる	たずねる	verb	v1 transitive	to ask; to inquire	सोध्नु	駅[えき]までの 道[みち]を 尋[たず]ねた。	I asked the way to the station.	分[わ]からないことは 先生[せんせい]に 尋[たず]ねてください。	Please ask the teacher about anything you do not understand.	係[かかり]の 人[ひと]に 尋[たず]ねたら、すぐ 分[わ]かった。	When I asked the staff, I understood right away.	AにBを尋ねる	Formal 聞く. Homophone 訪ねる = to visit — exam trap pair.	N3 batch3 day12 verb
誘う	277	誘[さそ]う	さそう	verb	v5 transitive	to invite; to ask along	निम्त्याउनु; बोलाउनु	友達[ともだち]を 映画[えいが]に 誘[さそ]った。	I invited a friend to a movie.	飲[の]み 会[かい]に 誘[さそ]われたが、 断[ことわ]った。	I was invited to a drinking party but declined.	彼[かれ]を 誘[さそ]ってみたら？	Why not ask him along?	AをBに誘う／誘われる	誘われる (passive) is how you will usually meet it. 招待する = formal invitation.	N3 batch3 day12 verb
招く	278	招[まね]く	まねく	verb	v5 transitive	to invite (formally); to cause (bad result)	निम्तो दिनु; निम्त्याउनु (नराम्रो परिणाम)	パーティーに 多[おお]くの 客[きゃく]を 招[まね]いた。	We invited many guests to the party.	その 発言[はつげん]が 誤解[ごかい]を 招[まね]いた。	That remark caused a misunderstanding.	小[ちい]さなミスが 大[おお]きな 事故[じこ]を 招[まね]くこともある。	A small mistake can sometimes lead to a big accident.	Aを招く（客・誤解・事故）	Two faces: invite people, and invite trouble (誤解を招く). The second is the exam one.	N3 batch3 day12 verb
迎える	279	迎[むか]える	むかえる	verb	v1 transitive	to welcome; to go meet; to reach (a time)	स्वागत गर्नु; लिन जानु	空港[くうこう]まで 友人[ゆうじん]を 迎[むか]えに 行[い]った。	I went to the airport to pick up my friend.	新[あたら]しい 年[とし]を 家族[かぞく]で 迎[むか]えた。	We welcomed the new year as a family.	この 大学[だいがく]は 来年[らいねん]、 創立[そうりつ] 百年[ひゃくねん]を 迎[むか]える。	This university will mark its 100th year next year.	Aを迎えに行く・来る／〜を迎える	迎えに行く = go pick someone up (daily life). Abstract: 朝を迎える, 百年を迎える.	N3 batch3 day12 verb
贈る	280	贈[おく]る	おくる	verb	v5 transitive	to give (a gift); to present	उपहार दिनु	母[はは]の 日[ひ]に 花[はな]を 贈[おく]った。	I gave flowers on Mother's Day.	卒業生[そつぎょうせい]に 記念品[きねんひん]が 贈[おく]られた。	Commemorative gifts were presented to the graduates.	彼[かれ]の 新[あたら]しい 出発[しゅっぱつ]に、この 言葉[ことば]を 贈[おく]りたい。	I want to offer these words for his new start.	AにBを贈る	Homophone trap: 送る = send; 贈る = give as a gift. Kanji section tests this.	N3 batch3 day12 verb
褒める	281	褒[ほ]める	ほめる	verb	v1 transitive	to praise	प्रशंसा गर्नु	先生[せんせい]に 発音[はつおん]を 褒[ほ]められた。	The teacher praised my pronunciation.	子[こ]どもは 褒[ほ]めて 育[そだ]てた 方[ほう]がいいと 言[い]われる。	They say it is better to raise children with praise.	彼[かれ]の 頑張[がんば]りはみんなに 褒[ほ]められるべきだ。	His effort deserves everyone's praise.	AをBで褒める／褒められる	Passive 褒められる is the common real-life form. Opposite: 叱る.	N3 batch3 day12 verb
叱る	282	叱[しか]る	しかる	verb	v5 transitive	to scold	हप्काउनु; गाली गर्नु	遅刻[ちこく]して、 上司[じょうし]に 叱[しか]られた。	I was late and got scolded by my boss.	子[こ]どもを 感情的[かんじょうてき]に 叱[しか]らない 方[ほう]がいい。	It is better not to scold children emotionally.	叱[しか]るより 褒[ほ]める 方[ほう]が 効果的[こうかてき]だ。	Praising is more effective than scolding.	AをBで叱る／叱られる	叱る = scold to correct; 怒る = get angry. Exam distinguishes them.	N3 batch3 day12 verb
祝う	283	祝[いわ]う	いわう	verb	v5 transitive	to celebrate	मनाउनु (उत्सव)	友人[ゆうじん]の 合格[ごうかく]をみんなで 祝[いわ]った。	We all celebrated our friend's passing the exam.	誕生日[たんじょうび]を 家族[かぞく]と 祝[いわ]う。	I celebrate my birthday with family.	新年[しんねん]を 祝[いわ]う 行事[ぎょうじ]が 各地[かくち]で 行[おこな]われた。	Events celebrating the new year were held everywhere.	Aを祝う	お祝い = celebration/congratulatory gift. 祝日 = national holiday.	N3 batch3 day12 verb
祈る	284	祈[いの]る	いのる	verb	v5 transitive	to pray; to wish	प्रार्थना गर्नु; कामना गर्नु	家族[かぞく]の 健康[けんこう]を 祈[いの]っている。	I pray for my family's health.	試験[しけん]の 成功[せいこう]を 祈[いの]ります。	I wish you success on the exam.	神社[じんじゃ]で 世界[せかい]の 平和[へいわ]を 祈[いの]った。	At the shrine, I prayed for world peace.	Aを祈る／〜ように祈る	Letter-closing phrase: ご成功をお祈りします. Religious and secular wishing both.	N3 batch3 day12 verb
黙る	285	黙[だま]る	だまる	verb	v5 intransitive	to be silent; to stop talking	चुप लाग्नु	彼[かれ]は 何[なに]も 言[い]わずに 黙[だま]っていた。	He stayed silent without saying anything.	急[きゅう]に 質問[しつもん]されて、 黙[だま]ってしまった。	Asked suddenly, I fell silent.	黙[だま]っていないで、 意見[いけん]を 言[い]ってください。	Do not just stay quiet — say your opinion.	黙る／黙っている／黙って＋V	黙って＋V = do without telling anyone (黙って帰る). 静かにする = be quiet (noise).	N3 batch3 day12 verb
叫ぶ	286	叫[さけ]ぶ	さけぶ	verb	v5 intransitive	to shout; to scream	चिच्याउनु	助[たす]けてと 叫[さけ]ぶ 声[こえ]が 聞[き]こえた。	I heard a voice screaming for help.	驚[おどろ]いて、 思[おも]わず 叫[さけ]んでしまった。	Startled, I cried out without thinking.	ファンたちは 選手[せんしゅ]の 名前[なまえ]を 叫[さけ]んだ。	The fans shouted the player's name.	〜と叫ぶ／Aを叫ぶ	〜と叫ぶ quotes the shout. 怒鳴る (どなる) = yell angrily (N2).	N3 batch3 day12 verb
冗談	287	冗談[じょうだん]	じょうだん	noun	noun	joke	ठट्टा	彼[かれ]は 冗談[じょうだん]ばかり 言[い]っている。	He is always telling jokes.	冗談[じょうだん]のつもりだったのに、 彼女[かのじょ]を 怒[おこ]らせてしまった。	I meant it as a joke, but I made her angry.	冗談[じょうだん]じゃない！	You have got to be kidding!	冗談を言う／冗談のつもり／冗談じゃない	冗談じゃない = spoken outrage, not literally about jokes. 冗談半分 = half-joking.	N3 batch3 day12 noun
文句	288	文句[もんく]	もんく	noun	noun	complaint	गुनासो	彼[かれ]はいつも 料理[りょうり]に 文句[もんく]を 言[い]う。	He always complains about the food.	文句[もんく]があるなら、 直接[ちょくせつ] 言[い]ってください。	If you have a complaint, say it directly.	結果[けっか]には 文句[もんく]のつけようがない。	There is nothing to criticize about the result.	Aに文句を言う／文句がある	文句を言う = complain (casual). 苦情 = formal complaint (to a company).	N3 batch3 day12 noun
秘密	289	秘密[ひみつ]	ひみつ	noun	noun / na-adjective	secret	गोप्य कुरा	これは 二人[ふたり]だけの 秘密[ひみつ]だよ。	This is a secret just between us two.	秘密[ひみつ]を 守[まも]れる 人[ひと]は 信頼[しんらい]される。	People who can keep secrets are trusted.	計画[けいかく]は 秘密[ひみつ]のうちに 進[すす]められた。	The plan was carried out in secret.	秘密を守る／秘密にする	秘密にする = keep it secret. 内緒 (ないしょ) = casual spoken version.	N3 batch3 day12 noun
お互い	290	お 互[たが]い	おたがい	noun	noun	each other	एकअर्का	お 互[たが]いに 助[たす]け 合[あ]うことが 大切[たいせつ]だ。	It is important to help each other.	お 互[たが]いの 文化[ぶんか]を 理解[りかい]しよう。	Let us understand each other's cultures.	忙[いそが]しいのはお 互[たが]い 様[さま]です。	We are both busy — no need to apologize.	お互いに＋V／お互いの＋N	お互い様 = we are in the same position (softens apologies). V-合う pairs with it: 助け合う.	N3 batch3 day12 noun
仲	291	仲[なか]	なか	noun	noun	relationship; terms (between people)	सम्बन्ध (मित्रता)	あの 二人[ふたり]は 仲[なか]がいい。	Those two get along well.	兄[あに]とけんかして、 仲[なか]が 悪[わる]くなった。	I fought with my brother and we are on bad terms now.	クラスの 仲間[なかま]と 旅行[りょこう]に 行[い]った。	I went on a trip with my classmates.	仲がいい・悪い／仲間	仲がいい = close (spoken 親しい). 仲間 = companions/group. Homograph: 中 (なか) = inside.	N3 batch3 day12 noun
同僚	292	同僚[どうりょう]	どうりょう	noun	noun	colleague; coworker	सहकर्मी	同僚[どうりょう]と 昼[ひる]ご 飯[はん]を 食[た]べに 行[い]った。	I went to eat lunch with a colleague.	困[こま]ったときは 同僚[どうりょう]に 相談[そうだん]する。	When in trouble, I consult my coworkers.	前[まえ]の 会社[かいしゃ]の 同僚[どうりょう]と 今[いま]も 連絡[れんらく]を 取[と]っている。	I still keep in touch with colleagues from my previous company.	同僚に相談する	Set: 上司 (boss) / 部下 (subordinate) / 同僚 (same level).	N3 batch3 day12 noun
命令	293	命令[めいれい]	めいれい	noun	noun / suru-verb	order; command	आदेश	上[うえ]からの 命令[めいれい]には 従[したが]うしかない。	Orders from above must be followed.	彼[かれ]は 部下[ぶか]に 命令[めいれい]ばかりしている。	He does nothing but order his subordinates around.	命令[めいれい]するような 言[い]い 方[かた]はやめてほしい。	I wish you would stop talking like you are giving orders.	AにBを命令する／命令に従う	命令形 = imperative form in grammar. 指示 = instruction (softer).	N3 batch3 day12 noun
正直	294	正直[しょうじき]	しょうじき	adj	na-adjective / adverb	honest; honestly	इमानदार; साँचो कुरा	彼[かれ]は 正直[しょうじき]な 人[ひと]だ。	He is an honest person.	正直[しょうじき]に 言[い]うと、あまり 行[い]きたくない。	Honestly speaking, I do not really want to go.	正直[しょうじき]、 疲[つか]れました。	Honestly, I am tired.	正直な＋N／正直に言うと／正直、〜	Sentence-head 正直、〜 = frank spoken opener. 素直 = open-minded; 正直 = truthful.	N3 batch3 day12 adj
真剣	295	真剣[しんけん]	しんけん	adj	na-adjective	serious; earnest	गम्भीर	彼[かれ]は 真剣[しんけん]な 顔[かお]で 話[はな]し 始[はじ]めた。	He began speaking with a serious face.	将来[しょうらい]のことを 真剣[しんけん]に 考[かんが]えている。	I am thinking seriously about the future.	真剣[しんけん]に 練習[れんしゅう]すれば、 必[かなら]ず 上手[じょうず]になる。	If you practice earnestly, you will definitely improve.	真剣な＋N／真剣に＋V	真剣 = earnest attitude; 深刻 (しんこく) = grave situation. Exam contrasts them.	N3 batch3 day12 adj
勝手	296	勝手[かって]	かって	adj	na-adjective	selfish; as one pleases	आफूखुसी; स्वार्थी	人[ひと]の 物[もの]を 勝手[かって]に 使[つか]わないでください。	Do not use other people's things without asking.	彼[かれ]は 勝手[かって]な 人[ひと]で、 約束[やくそく]をすぐ 変[か]える。	He is selfish and changes plans as he pleases.	勝手[かって]に 決[き]めてごめん。	Sorry for deciding on my own.	勝手に＋V／勝手な＋N	勝手に = without permission — apartment/office sign language. 自分勝手 = self-centered.	N3 batch3 day12 adj
乱暴	297	乱暴[らんぼう]	らんぼう	adj	na-adjective / noun	rough; violent	रुखो; हिंस्रक	物[もの]を 乱暴[らんぼう]に 扱[あつか]わないで。	Do not handle things roughly.	彼[かれ]の 言葉[ことば] 遣[づか]いは 乱暴[らんぼう]だ。	His way of speaking is rough.	乱暴[らんぼう]な 運転[うんてん]は 事故[じこ]のもとだ。	Reckless driving leads to accidents.	乱暴な＋N／乱暴に＋V	Rough handling, speech, driving. 暴力 = violence (noun).	N3 batch3 day12 adj
わざと	298	わざと	わざと	adv	adverb	on purpose; deliberately	जानाजानी	彼[かれ]はわざと 負[ま]けたんじゃないかと 思[おも]う。	I suspect he lost on purpose.	わざとやったんじゃない。ごめん。	I did not do it on purpose. Sorry.	弟[おとうと]はわざと 聞[き]こえないふりをした。	My little brother deliberately pretended not to hear.	わざと＋V	わざと = deliberately (often bad intent); わざわざ = taking the trouble (batch 2) — classic exam pair.	N3 batch3 day12 adv
さすが	299	さすが	さすが	adv	adverb	as expected (impressive)	आखिर …नै त हो (प्रशंसा)	さすがプロですね。 仕事[しごと]が 速[はや]い。	That is a pro for you — such fast work.	さすがの 彼[かれ]も 今回[こんかい]は 疲[つか]れたようだ。	Even he, of all people, seems tired this time.	さすがに 三日[みっか] 連続[れんぞく]の 残業[ざんぎょう]はきつい。	Three days of overtime in a row is rough, as you would expect.	さすが（に）／さすがの＋N＋も	Praise word: as expected of you. さすがに = even so / understandably.	N3 batch3 day12 adv
まさか	300	まさか	まさか	adv	adverb	no way; surely not	कसरी हुन सक्छ; पत्यारै नलाग्ने	まさか 彼[かれ]が 犯人[はんにん]だとは 思[おも]わなかった。	I never imagined he was the culprit.	まさか 雨[あめ]が 降[ふ]るとは 思[おも]わず、 傘[かさ]を 持[も]ってこなかった。	Never thinking it would rain, I did not bring an umbrella.	まさか、そんなことがあるはずない。	No way — that cannot be.	まさか〜とは思わなかった	Disbelief marker. Pattern まさか〜とは = I never dreamed that...	N3 batch3 day12 adv
外す	301	外[はず]す	はずす	verb	v5 transitive	to remove; to take off; to miss	निकाल्नु; हटाउनु	眼鏡[めがね]を 外[はず]して 目[め]を 休[やす]めた。	I took off my glasses and rested my eyes.	ボタンを 外[はず]してください。	Please undo the button.	田中[たなか]は 今[いま]、 席[せき]を 外[はず]しております。	Tanaka is away from his desk right now.	Aを外す（眼鏡・ボタン・席）	席を外す = step away (phone Japanese — you will hear it weekly). Opposite: 付ける.	N3 batch3 day13 verb
外れる	302	外[はず]れる	はずれる	verb	v1 intransitive	to come off; to miss; to be wrong (guess)	फुस्कनु; नमिल्नु	シャツのボタンが 外[はず]れていますよ。	Your shirt button has come undone.	天気[てんき] 予報[よほう]が 外[はず]れて、 晴[は]れた。	The weather forecast was wrong and it cleared up.	くじが 外[はず]れてしまった。	My lottery ticket did not win.	Aが外れる（ボタン・予報・くじ）	予報が外れる / 当たる = forecast wrong / right. 当たる is the opposite.	N3 batch3 day13 verb
折る	303	折[お]る	おる	verb	v5 transitive	to fold; to break (snap)	पट्याउनु; भाँच्नु	紙[かみ]を 半分[はんぶん]に 折[お]ってください。	Please fold the paper in half.	スキーで 足[あし]の 骨[ほね]を 折[お]ってしまった。	I broke a bone in my leg skiing.	彼女[かのじょ]は 折[お]り 紙[がみ]で 鶴[つる]を 折[お]った。	She folded a crane with origami.	Aを折る（紙・骨・枝）	Fold and snap share one verb. 骨折 (こっせつ) = bone fracture.	N3 batch3 day13 verb
折れる	304	折[お]れる	おれる	verb	v1 intransitive	to snap; to give in; to turn (a corner)	भाँचिनु; झुक्नु	強[つよ]い 風[かぜ]で 木[き]の 枝[えだ]が 折[お]れた。	A tree branch snapped in the strong wind.	最後[さいご]は 父[ちち]が 折[お]れて、 旅行[りょこう]に 行[い]けることになった。	In the end my father gave in, and we could go on the trip.	その 角[かど]を 右[みぎ]に 折[お]れると、 銀行[ぎんこう]があります。	Turn right at that corner and there is a bank.	Aが折れる／心が折れる	心が折れる = spirit breaks (modern spoken). Also = yield in an argument.	N3 batch3 day13 verb
