"kanji","meaning_en","meaning_ne","jlpt","onyomi","kunyomi","words","example","example_en","example_ne","component","confusable","disc_front","disc_options","disc_answer","disc_note","tags"
"非","non-, un-; wrong","गैर-, अ-","N3","ヒ","—","非常[ひじょう]に — extremely — अत्यन्तै<br>非常口[ひじょうぐち] — emergency exit — आपत्कालीन निकास<br>非常識[ひじょうしき] — lacking common sense — असामान्य<br>是非[ぜひ] — by all means — अवश्य","この 問題[もんだい]は 非常[ひじょう]に 難[むずか]しい。","This problem is extremely difficult.","यो प्रश्न अत्यन्तै गाह्रो छ।","two facing halves (wings apart = not together)","悲 (かな・しい) = 非 + 心; 罪 (つみ) = 罒 + 非","","","","","N3 kanji batch6 vocab_linked kanji_day43 prefix"
"否","no, deny","अस्वीकार","N3","ヒ","いな","否定[ひてい] — denial, negation — अस्वीकार<br>拒否[きょひ] — refusal, rejection — अस्वीकृति<br>安否[あんぴ] — safety (of a person) — कुशलता","彼[かれ]は その 事実[じじつ]を 否定[ひてい]した。","He denied that fact.","उसले त्यो तथ्य अस्वीकार गर्‍यो।","不 + 口","不 (ふ, not) is the top — 否 is 不 with 口","","","","","N3 kanji batch6 vocab_linked kanji_day43 noun"
"差","difference; insert","भिन्नता","N3","サ","さ・す","差[さ] — difference, gap — भिन्नता<br>差別[さべつ] — discrimination — भेदभाव<br>時差[じさ] — time difference — समय अन्तर<br>傘[かさ]を 差[さ]す — to put up an umbrella — छाता ओढ्नु","日本[にほん]と ネパールの 時差[じさ]は 三時間[さんじかん] 十五分[じゅうごふん]だ。","The time difference between Japan and Nepal is 3 hours 15 minutes.","जापान र नेपालबीचको समय अन्तर ३ घण्टा १५ मिनेट हो।","羊-like + 工","着 (き・る) has a similar top; 指[さ]す (point) vs 差[さ]す (insert, put up)","","","","","N3 kanji batch6 vocab_linked kanji_day43 noun verb"
"等","equal; et cetera; grade","समान; आदि","N3","トウ","ひと・しい / など","平等[びょうどう] — equality — समानता<br>〜 等[など] — et cetera, and so on — आदि<br>一等[いっとう] — first class, first prize — प्रथम श्रेणी<br>等[ひと]しい — equal — बराबर","すべての 人[ひと]は 平等[びょうどう]であるべきだ。","All people should be equal.","सबै मानिस समान हुनुपर्छ।","竹 + 寺","待 (ま・つ) = 彳 + 寺; 特 (とく) = 牛 + 寺; 持 (も・つ) = 扌 + 寺","Which kanji is in 平等 (equality)? 平＿","待 / 持 / 等","等","等 has 竹 on top. 待 has 彳 on the left (待つ). 持 has 扌 (持つ). All share 寺.","N3 kanji batch6 vocab_linked kanji_day43 noun confusable"
"特","special","विशेष","N3","トク","—","特[とく]に — especially — विशेष गरी<br>特別[とくべつ] — special — विशेष<br>特徴[とくちょう] — characteristic, feature — विशेषता<br>特急[とっきゅう] — limited express (train) — द्रुत रेल","特[とく]に 問題[もんだい]は ありません。","There's no particular problem.","विशेष समस्या छैन।","牛 + 寺","得 (え・る) = 彳 + 日 + 寸 — same reading とく, different kanji","Which とく means 'special'? ＿に問題はない","特 / 徳 / 得","特","特 has 牛 (特別, 特に). 得 has 彳 and 日 — gain (納得, 得る). 徳 = virtue (道徳).","N3 kanji batch6 vocab_linked kanji_day43 adverb noun confusable"
"造","make, build, create","बनाउनु","N3","ゾウ","つく・る","製造[せいぞう] — manufacturing — उत्पादन<br>構造[こうぞう] — structure — संरचना<br>造[つく]る — to build, manufacture (large scale) — बनाउनु<br>改造[かいぞう] — remodeling — पुनर्निर्माण","この ビルの 構造[こうぞう]は 地震[じしん]に 強[つよ]い。","This building's structure is earthquake-resistant.","यो भवनको संरचना भूकम्प प्रतिरोधी छ।","辶 + 告","作[つく]る (make generally) vs 造[つく]る (build/manufacture) vs 創[つく]る (create anew)","Which つくる is for manufacturing or building? ビルを＿る","造 / 作 / 創","造","造る = building or manufacturing something large (船を造る, 製造). 作る = making in general (料理を作る). 創る = creating something new (創造).","N3 kanji batch6 vocab_linked kanji_day44 verb confusable"
"製","manufacture, made of","निर्मित","N3","セイ","—","製品[せいひん] — product — उत्पादन<br>製造[せいぞう] — manufacturing — उत्पादन<br>日本製[にほんせい] — made in Japan — जापानी निर्मित<br>製作[せいさく] — production (of goods/films) — निर्माण","この カメラは 日本製[にほんせい]です。","This camera is made in Japan.","यो क्यामेरा जापानी निर्मित हो।","制 + 衣","制 (せい, control) is the top — 製 adds 衣 for physical goods","","","","","N3 kanji batch6 vocab_linked kanji_day44 noun"
"建","build, construct","निर्माण गर्नु","N3","ケン","た・てる / た・つ","建[た]てる — to build — निर्माण गर्नु<br>建物[たてもの] — building — भवन<br>建築[けんちく] — architecture, construction — वास्तुकला<br>建設[けんせつ] — construction — निर्माण","駅[えき]の 近[ちか]くに 新[あたら]しい ビルが 建[た]てられている。","A new building is being built near the station.","स्टेसननजिक नयाँ भवन बनिरहेको छ।","廴 + 聿","立[た]てる (stand something up) vs 建[た]てる (build a structure) — same reading","Which たてる is 'to build a building'? ビルを＿てる","建 / 立 / 健","建","建てる = constructing a building. 立てる = standing something upright, or making a plan (計画を立てる).","N3 kanji batch6 vocab_linked kanji_day44 verb confusable"
"築","build, construct (formal)","निर्माण","N3","チク","きず・く","建築[けんちく] — architecture — वास्तुकला<br>築[きず]く — to build up (a relationship, wealth) — निर्माण गर्नु<br>新築[しんちく] — newly built — नयाँ निर्मित","彼[かれ]は 会社[かいしゃ]との 信頼[しんらい] 関係[かんけい]を 築[きず]いた。","He built a relationship of trust with the company.","उसले कम्पनीसँग भरोसाको सम्बन्ध बनायो।","竹 + 巩 + 木","等 (とう) also has 竹 on top","","","","","N3 kanji batch6 vocab_linked kanji_day44 verb"
"修","repair; master, study","मर्मत; अध्ययन","N3","シュウ","おさ・める","修理[しゅうり] — repair — मर्मत<br>研修[けんしゅう] — training — तालिम<br>修正[しゅうせい] — correction, revision — सुधार<br>修[おさ]める — to master (a subject) — निपुण हुनु","パソコンが 壊[こわ]れたので 修理[しゅうり]に 出[だ]した。","My computer broke, so I sent it for repair.","कम्प्युटर बिग्रेकाले मर्मतमा पठाएँ।","亻 + 丨 + 攵 + 彡","collapse-prone with 備 (そな・える); 攸 is the core","","","","","N3 kanji batch6 vocab_linked kanji_day44 verb noun"
"飛","fly, jump","उड्नु","N3","ヒ","と・ぶ / と・ばす","飛[と]ぶ — to fly, jump — उड्नु<br>飛行機[ひこうき] — airplane — विमान<br>飛[と]び 出[だ]す — to rush out, jump out — निस्कनु<br>飛行場[ひこうじょう] — airfield — विमानस्थल","鳥[とり]が 空[そら]を 自由[じゆう]に 飛[と]んでいる。","Birds are flying freely in the sky.","चराहरू आकाशमा स्वतन्त्र उडिरहेका छन्।","pictograph of a bird in flight","跳[と]ぶ (leap) vs 飛[と]ぶ (fly) — same reading, different motion","","","","","N3 kanji batch6 vocab_linked kanji_day45 verb"
"踊","dance","नाच्नु","N3","ヨウ","おど・る","踊[おど]る — to dance — नाच्नु<br>踊[おど]り — dance — नाच<br>盆踊[ぼんおど]り — Bon festival dance — बोन नाच","祭[まつ]りで みんなで 踊[おど]った。","We all danced at the festival.","चाडमा सबै मिलेर नाच्यौँ।","足 + 甬","通 (とお・る) = 辶 + 甬; 痛 (いた・い) = 疒 + 甬","Which kanji means 'to dance'? みんなで＿った","通 / 痛 / 踊","踊","踊 has 足 (foot) on the left. 通 has 辶 (通る). 痛 has 疒 (痛い). All share 甬.","N3 kanji batch6 vocab_linked kanji_day45 verb confusable"
"登","climb; register","चढ्नु; दर्ता","N3","トウ","のぼ・る","登[のぼ]る — to climb — चढ्नु<br>登山[とざん] — mountain climbing — पर्वतारोहण<br>登録[とうろく] — registration — दर्ता<br>登場[とうじょう] — appearance (in a story) — प्रवेश","去年[きょねん]の 夏[なつ] 富士山[ふじさん]に 登[のぼ]った。","I climbed Mt. Fuji last summer.","गत वर्षको गर्मीमा फुजी पर्वत चढेँ।","癶 + 豆","上[のぼ]る (go up generally) / 登[のぼ]る (climb with effort) / 昇[のぼ]る (the sun rises)","Which のぼる is 'climb a mountain'? 山に＿る","昇 / 登 / 上","登","登る = climbing with effort (山に登る). 上る = going up generally (坂を上る). 昇る = the sun rising (日が昇る).","N3 kanji batch6 vocab_linked kanji_day45 verb confusable"
"追","chase, pursue","पछ्याउनु","N3","ツイ","お・う","追[お]う — to chase, pursue — पछ्याउनु<br>追加[ついか] — addition — थप<br>追[お]い 越[こ]す — to overtake — उछिन्नु<br>追[お]い 出[だ]す — to drive out — निकाल्नु","注文[ちゅうもん]を もう 一[ひと]つ 追加[ついか]してください。","Please add one more order.","अर्को एउटा अर्डर थप्नुहोस्।","辶 + 𠂤","師 (し) and 帰 (かえ・る) share the 𠂤 component","","","","","N3 kanji batch6 vocab_linked kanji_day45 verb"
"迫","press, urge, approach","नजिक आउनु, दबाब","N3","ハク","せま・る","迫[せま]る — to approach; to press someone — नजिक आउनु; दबाब दिनु<br>迫力[はくりょく] — force, impact (of a scene) — प्रभावशाली<br>切迫[せっぱく] — urgency — जरुरी अवस्था","締[し]め 切[き]りが 迫[せま]っている。","The deadline is approaching.","म्याद नजिकिँदै छ।","辶 + 白","泊 (と・まる) = 氵 + 白; 拍 (はく) = 扌 + 白","","","","","N3 kanji batch6 vocab_linked kanji_day45 verb"
"観","view, observe","अवलोकन","N3","カン","—","観光[かんこう] — sightseeing — पर्यटन<br>観察[かんさつ] — observation — अवलोकन<br>観客[かんきゃく] — audience, spectators — दर्शक<br>主観[しゅかん] — subjectivity — व्यक्तिगत दृष्टिकोण","京都[きょうと]は 観光客[かんこうきゃく]で いっぱいだった。","Kyoto was full of tourists.","क्योटो पर्यटकले भरिएको थियो।","雚 + 見","権 (けん) = 木 + 雚; 勧 (すす・める) = 雚 + 力","","","","","N3 kanji batch6 vocab_linked kanji_day46 noun"
"察","guess, perceive; police","अनुमान; प्रहरी","N3","サツ","—","警察[けいさつ] — police — प्रहरी<br>観察[かんさつ] — observation — अवलोकन<br>察[さっ]する — to sense, infer — अनुमान गर्नु<br>診察[しんさつ] — medical examination — जाँच","事故[じこ]の 後[あと]、 すぐに 警察[けいさつ]を 呼[よ]んだ。","I called the police right after the accident.","दुर्घटनापछि तुरुन्तै प्रहरी बोलाएँ।","宀 + 祭","際 (さい) = 阝 + 祭; 祭 (まつり) is the bottom","Which kanji is in 警察 (police)? 警＿","際 / 祭 / 察","察","察 has 宀 (roof) on top. 際 has 阝 on the left (実際). 祭 alone = festival.","N3 kanji batch6 vocab_linked kanji_day46 noun confusable"
"視","look at, regard","हेर्नु, दृष्टि","N3","シ","—","視点[してん] — viewpoint — दृष्टिकोण<br>視力[しりょく] — eyesight — दृष्टि शक्ति<br>無視[むし] — ignoring — बेवास्ता<br>重視[じゅうし] — attaching importance to — महत्त्व दिनु","彼[かれ]は 私[わたし]の 意見[いけん]を 無視[むし]した。","He ignored my opinion.","उसले मेरो विचार बेवास्ता गर्‍यो।","礻 + 見","現 (げん) = 王 + 見; 規 (き) = 夫 + 見","","","","","N3 kanji batch6 vocab_linked kanji_day46 noun"
"映","reflect, project; look good","प्रतिबिम्बित हुनु","N3","エイ","うつ・る / うつ・す / は・える","映画[えいが] — movie — चलचित्र<br>映[うつ]る — to be reflected, appear (on screen) — देखिनु<br>映[うつ]す — to project, reflect — देखाउनु<br>映像[えいぞう] — video, footage — भिडियो<br>上映[じょうえい] — screening (a film) — प्रदर्शन","その 映画[えいが]は 来月[らいげつ]まで 上映[じょうえい]されている。","That film is showing until next month.","त्यो फिल्म अर्को महिनासम्म देखाइँदै छ।","日 + 央","央 (おう, center) is the right half; 写[うつ]す (copy/photograph) vs 映[うつ]す (project/reflect)","Which うつす is 'to project or reflect'? スクリーンに＿す","移 / 映 / 写","映","映す = projecting or reflecting an image (鏡に映す). 写す = copying or photographing (ノートを写す). 移す = relocating something.","N3 kanji batch6 vocab_linked kanji_day46 verb noun confusable"
"照","shine, illuminate; compare","चम्कनु; तुलना","N3","ショウ","て・る / て・らす","照[て]る — to shine — चम्कनु<br>照[て]らす — to illuminate — उज्यालो पार्नु<br>参照[さんしょう] — reference (see also) — सन्दर्भ<br>照明[しょうめい] — lighting — प्रकाश व्यवस्था","詳[くわ]しくは 別[べつ]の 資料[しりょう]を 参照[さんしょう]してください。","For details, please refer to the separate document.","विस्तृत जानकारीका लागि छुट्टै कागजात हेर्नुहोस्।","昭 + 灬","昭 (しょう) is the top; 招 (まね・く) = 扌 + 召","","","","","N3 kanji batch6 vocab_linked kanji_day46 verb"
"厚","thick; kind","बाक्लो; उदार","N3","コウ","あつ・い","厚[あつ]い — thick — बाक्लो<br>厚着[あつぎ] — dressing warmly — बाक्लो लुगा<br>厚[あつ]かましい — brazen, cheeky — निर्लज्ज","この 本[ほん]は 厚[あつ]くて 重[おも]い。","This book is thick and heavy.","यो किताब बाक्लो र गह्रौँ छ।","厂 + 日 + 子","厚[あつ]い (thick) / 暑[あつ]い (hot weather) / 熱[あつ]い (hot object) — three あつい","Which あつい means 'thick'? この本は＿い","厚 / 暑 / 熱","厚","厚い = thick (本, 壁). 暑い = hot weather (日). 熱い = a hot object or a fever (灬).","N3 kanji batch6 vocab_linked kanji_day47 adj confusable"
"薄","thin; weak, light","पातलो","N3","ハク","うす・い","薄[うす]い — thin; weak (flavor/color) — पातलो, फिका<br>薄着[うすぎ] — dressing lightly — पातलो लुगा<br>薄暗[うすぐら]い — dim — धमिलो","この スープは 少[すこ]し 味[あじ]が 薄[うす]い。","This soup tastes a little bland.","यो सुपको स्वाद अलि फिका छ।","艹 + 氵 + 尃","厚 (あつ・い) is the opposite; 博 (はく, 博物館) = 十 + 尃","","","","","N3 kanji batch6 vocab_linked kanji_day47 adj"
"浅","shallow","छिचोलो","N3","セン","あさ・い","浅[あさ]い — shallow — छिचोलो<br>浅[あさ]い 知識[ちしき] — shallow knowledge — सतही ज्ञान<br>浅草[あさくさ] — Asakusa (place name) — असाकुसा","この 川[かわ]は 浅[あさ]いから 子供[こども]でも 大丈夫[だいじょうぶ]だ。","This river is shallow, so even children are fine.","यो खोला छिचोलो भएकाले बच्चालाई पनि ठीक छ।","氵 + 戔","残 (のこ・る) = 歹 + 戔; 深 (ふか・い) is the opposite","","","","","N3 kanji batch6 vocab_linked kanji_day47 adj"
"深","deep","गहिरो","N3","シン","ふか・い","深[ふか]い — deep — गहिरो<br>深夜[しんや] — late at night — मध्यरात<br>深刻[しんこく] — serious, grave — गम्भीर<br>興味深[きょうみぶか]い — very interesting — निकै रोचक","この 問題[もんだい]は 思[おも]ったより 深刻[しんこく]だ。","This problem is more serious than I thought.","यो समस्या सोचेभन्दा गम्भीर छ।","氵 + 罙","探 (さが・す) = 扌 + 罙 — same right side","Which kanji means 'deep'? ＿刻な問題","探 / 深 / 浅","深","深 has 氵 (water depth). 探 has 扌 — searching (探す). 浅 is the opposite (shallow).","N3 kanji batch6 vocab_linked kanji_day47 adj confusable"
"固","hard, firm; stubborn","कडा; अटल","N3","コ","かた・い / かた・まる","固[かた]い — hard, firm — कडा<br>固[かた]まる — to harden, set — जम्नु<br>固定[こてい] — fixing, fixed — स्थिर<br>頑固[がんこ] — stubborn — जिद्दी","彼[かれ]の 決意[けつい]は 固[かた]い。","His resolve is firm.","उसको अठोट दृढ छ।","囗 + 古","困 (こま・る) = 囗 + 木; 硬[かた]い (hard to the touch) vs 固[かた]い (firm, solid) vs 堅[かた]い (sturdy)","Which kanji means 'firm / solid'? 決意が＿い","古 / 困 / 固","固","固 has 古 inside the box. 困 has 木 inside (困る). 古 alone = old.","N3 kanji batch6 vocab_linked kanji_day47 adj confusable"
"囲","surround, enclose","घेर्नु","N3","イ","かこ・む","周囲[しゅうい] — surroundings, circumference — वरिपरि<br>囲[かこ]む — to surround — घेर्नु<br>範囲[はんい] — range, scope — दायरा<br>雰囲気[ふんいき] — atmosphere, mood — वातावरण","試験[しけん]の 範囲[はんい]は どこまでですか。","How far does the exam range extend?","परीक्षाको दायरा कहाँसम्म हो?","囗 + 井","困 (こま・る) = 囗 + 木; 因 (いん) = 囗 + 大","","","","","N3 kanji batch6 vocab_linked kanji_day48 verb noun"
"巻","roll, wind; volume","बेर्नु; खण्ड","N3","カン","ま・く / まき","巻[ま]く — to roll, wind — बेर्नु<br>巻[ま]き 込[こ]む — to involve, drag into — संलग्न गराउनु<br>上巻[じょうかん] — first volume — पहिलो खण्ड<br>竜巻[たつまき] — tornado — भुमरी","事故[じこ]に 巻[ま]き 込[こ]まれて 電車[でんしゃ]が 止[と]まった。","The train stopped after being caught up in an accident.","दुर्घटनामा परेर रेल रोकियो।","𠔉 + 己","券 (けん, ticket) — same top, 刀 at the bottom instead of 己","Which kanji means 'to roll / wind'? 事故に＿き込まれた","拳 / 券 / 巻","巻","巻 has 己 at the bottom. 券 has 刀 at the bottom — ticket (入場券). 拳 has 手 (fist).","N3 kanji batch6 vocab_linked kanji_day48 verb confusable"
"底","bottom","पिँध","N3","テイ","そこ","底[そこ] — bottom — पिँध<br>海底[かいてい] — seabed — समुद्रको पिँध<br>徹底的[てっていてき] — thorough — पूर्ण रूपमा<br>到底[とうてい] — (not) by any means — कुनै हालतमा (छैन)","かばんの 底[そこ]に 鍵[かぎ]が 入[はい]っていた。","The key was at the bottom of the bag.","झोलाको पिँधमा साँचो थियो।","广 + 氐","低 (ひく・い) = 亻 + 氐 — same right side, same reading てい","Which kanji means 'bottom'? かばんの＿","底 / 低 / 抵","底","底 has 广 (a roof-like frame). 低 has 亻 — low (低い). Both read てい.","N3 kanji batch6 vocab_linked kanji_day48 noun confusable"
"端","edge, end; beginning","किनारा","N3","タン","はし / はた","端[はし] — edge, end — किनारा<br>極端[きょくたん] — extreme — चरम<br>先端[せんたん] — tip; cutting edge — अग्रभाग<br>半端[はんぱ] — incomplete, half-baked — अधुरो","机[つくえ]の 端[はし]に 本[ほん]を 置[お]いた。","I put the book on the edge of the desk.","टेबलको किनारमा किताब राखेँ।","立 + 耑","橋[はし] (bridge) and 箸[はし] (chopsticks) — same reading はし","","","","","N3 kanji batch6 vocab_linked kanji_day48 noun"
"才","talent; years old","प्रतिभा; वर्ष","N3","サイ","—","才能[さいのう] — talent — प्रतिभा<br>天才[てんさい] — genius — प्रतिभाशाली<br>〜 才[さい] — years old (casual form) — वर्ष<br>秀才[しゅうさい] — bright person — प्रतिभावान","彼女[かのじょ]は 音楽[おんがく]の 才能[さいのう]が ある。","She has musical talent.","उनमा संगीतको प्रतिभा छ।","three strokes, a sprouting shoot","材 (ざい) = 木 + 才; 財 (ざい) = 貝 + 才; 在 (ざい) = 才 + 土","Which kanji means 'talent'? ＿能がある","材 / 才 / 在","才","才 stands alone. 材 adds 木 — material (材料). 在 adds 土 — to exist (存在).","N3 kanji batch6 vocab_linked kanji_day48 noun confusable"
