"kanji","meaning_en","meaning_ne","jlpt","onyomi","kunyomi","words","example","example_en","example_ne","component","confusable","disc_front","disc_options","disc_answer","disc_note","tags"
"式","ceremony; style; formula","समारोह; शैली","N3","シキ","—","結婚式[けっこんしき] — wedding ceremony — विवाह समारोह<br>卒業式[そつぎょうしき] — graduation ceremony — दीक्षान्त समारोह<br>形式[けいしき] — form, format — ढाँचा<br>正式[せいしき] — formal, official — औपचारिक","来月[らいげつ] 友達[ともだち]の 結婚式[けっこんしき]に 出[で]る。","I'm attending a friend's wedding next month.","अर्को महिना साथीको विवाहमा जान्छु।","弋 + 工 (a ceremonial stake crafted with precision → ceremony, formula)","試 (ため・す) = 言 + 式","","","","","N3 kanji batch4 vocab_linked kanji_day27 noun"
"類","kind, category","प्रकार","N3","ルイ","たぐい","種類[しゅるい] — kind, type — प्रकार<br>書類[しょるい] — documents — कागजात<br>分類[ぶんるい] — classification — वर्गीकरण<br>人類[じんるい] — humankind — मानवजाति","この 店[みせ]は お 茶[ちゃ]の 種類[しゅるい]が 多[おお]い。","This shop has many kinds of tea.","यो पसलमा चियाका धेरै प्रकार छन्।","米 + 大 + 頁 (examining heads of grain to sort them → kind, category)","頼 (たの・む) and 願 (ねが・う) also end in 頁","","","","","N3 kanji batch4 vocab_linked kanji_day27 noun"
"種","kind; seed","प्रकार; बीउ","N3","シュ","たね","種類[しゅるい] — kind, type — प्रकार<br>種[たね] — seed — बीउ<br>人種[じんしゅ] — race (ethnic) — जाति<br>各種[かくしゅ] — various kinds — विभिन्न प्रकार","この 花[はな]の 種[たね]を 庭[にわ]に まいた。","I sowed the seeds of this flower in the garden.","यो फूलको बीउ बगैँचामा छरेँ।","禾 + 重 (heavy, viable grain chosen for planting → seed, kind)","重 (おも・い) — 種 is 重 with 禾; 動 (うご・く) = 重 + 力","Which kanji is in 種類 (kind)? ＿類","種 / 動 / 重","種","種 has 禾 on the left. 重 alone = heavy (重い). 動 has 力 on the right (動く).","N3 kanji batch4 vocab_linked kanji_day27 noun confusable"
"様","appearance, way; Mr./Ms.","अवस्था; आदरार्थी","N3","ヨウ","さま","〜 様[さま] — Mr./Ms. (formal) — श्री (आदरार्थी)<br>様子[ようす] — appearance, situation — अवस्था, हालत<br>様々[さまざま] — various — विविध<br>同様[どうよう] — the same, likewise — उस्तै<br>お 疲[つか]れ 様[さま] — thanks for your work — गाह्रो भयो होला","彼[かれ]の 様子[ようす]が 少[すこ]し おかしい。","Something seems a bit off about him.","उसको हालत अलि अनौठो छ।","木 + 羊 + 永 (carving wood into the graceful image of a sheep → appearance, formal title)","橋 (はし) also has 木; 洋 (よう, 洋服) = 氵 + 羊 — same reading","","","","","N3 kanji batch4 vocab_linked kanji_day27 noun"
"形","shape, form","आकार","N3","ケイ / ギョウ","かたち / かた","形[かたち] — shape, form — आकार<br>形式[けいしき] — form, format — ढाँचा<br>人形[にんぎょう] — doll — पुतली<br>図形[ずけい] — figure, diagram — आकृति","この 建物[たてもの]は 変[か]わった 形[かたち]を している。","This building has an unusual shape.","यो भवनको आकार अनौठो छ।","开 + 彡 (a wooden frame marked with decorative lines → shape, form)","研 (けん, 研究) = 石 + 开; 影 (えい) also ends in 彡","","","","","N3 kanji batch4 vocab_linked kanji_day27 noun"
"量","quantity, amount","परिमाण","N3","リョウ","はか・る","量[りょう] — quantity, amount — परिमाण<br>大量[たいりょう] — large quantity — ठूलो परिमाण<br>重量[じゅうりょう] — weight — तौल<br>測量[そくりょう] — surveying, measurement — नाप","仕事[しごと]の 量[りょう]が 多[おお]すぎる。","There's too much work.","कामको मात्रा धेरै छ।","旦 + 里 (measuring the daily grain harvest across the village → quantity)","重 (おも・い) — similar shape; 童 (どう, child)","Which kanji means 'quantity'? 仕事の＿が多い","量 / 童 / 重","量","量 has 日 on top over 里. 重 has a vertical stroke through the whole character (重い). 童 has 立 on top.","N3 kanji batch4 vocab_linked kanji_day28 noun confusable"
"倍","times, double","गुणा","N3","バイ","—","倍[ばい] — double, twice — दोब्बर<br>二倍[にばい] — twice, double — दुई गुणा<br>倍増[ばいぞう] — doubling — दोब्बर वृद्धि","去年[きょねん]の 二倍[にばい]の 売[う]り 上[あ]げが あった。","Sales were double last year's.","गत वर्षको दोब्बर बिक्री भयो।","亻 + 咅 (a person stacking goods repeatedly → double, times)","部 (ぶ) = 咅 + 阝 — same left component in a different position","","","","","N3 kanji batch4 vocab_linked kanji_day28 noun"
"均","even, average","सन्तुलित, औसत","N3","キン","—","平均[へいきん] — average — औसत<br>均等[きんとう] — equal, even — समान<br>平均的[へいきんてき] — average (adj.) — औसत","テストの 平均点[へいきんてん]は 七十点[ななじゅってん]だった。","The average test score was seventy.","परीक्षाको औसत अङ्क सत्तरी थियो।","土 + 勻 (leveling soil out evenly across the field)","地 (ち) = 土 + 也; 均 vs 埋 (う・める) — both 土 kanji","","","","","N3 kanji batch4 vocab_linked kanji_day28 noun"
"割","divide; percent; break","भाग; प्रतिशत","N3","カツ","わ・る / わ・れる / わり","割引[わりびき] — discount — छुट<br>割[わ]る — to divide; to break — भाग गर्नु; फुटाउनु<br>割合[わりあい] — ratio, proportion — अनुपात<br>〜 割[わり] — 10 percent (unit) — दस प्रतिशत<br>役割[やくわり] — role — भूमिका","この 店[みせ]は 学生[がくせい]なら 二割引[にわりびき]に なる。","This shop gives students a 20% discount.","यो पसलमा विद्यार्थीलाई २०% छुट हुन्छ।","害 + 刂 (using a knife to cut away harm and divide parts)","害 (がい, 被害) — 割 is 害 with 刂","Which kanji is in 割引 (discount)? ＿引","割 / 害 / 罰","割","割 has 刂 on the right. 害 alone = harm (被害). 罰 (ばつ, punishment) has 罒 on top.","N3 kanji batch4 vocab_linked kanji_day28 noun verb confusable"
"合","fit, match; combine","मिल्नु; जोड्नु","N3","ゴウ","あ・う / あ・わせる","合[あ]う — to fit, match, suit — मिल्नु<br>合[あ]わせる — to put together, combine — जोड्नु<br>都合[つごう] — convenience, circumstances — सुविधा, मिल्ने समय<br>場合[ばあい] — case, situation — अवस्था<br>間[ま]に 合[あ]う — to be in time — भ्याउनु","明日[あした]の 午後[ごご]は 都合[つごう]が 悪[わる]い。","Tomorrow afternoon is inconvenient for me.","भोलि दिउँसो मिल्दैन।","亼 + 口 (many mouths joining together under one roof → match, combine)","会 (あ・う, meet a person) vs 合 (あ・う, fit/match) — same reading, different use","Which あう is 'to match / fit'? サイズが＿う","会 / 遭 / 合","合","合う = things matching or fitting (サイズが合う). 会う = meeting a person (友達に会う). 遭う = encountering something bad (事故に遭う).","N3 kanji batch4 vocab_linked kanji_day28 verb confusable"
"組","group; assemble","समूह; जोड्नु","N3","ソ","く・む / くみ","組[くみ] — group, class — समूह, कक्षा<br>番組[ばんぐみ] — TV/radio program — कार्यक्रम<br>組[く]む — to assemble; to team up — जोड्नु; जोडी बनाउनु<br>組織[そしき] — organization — संगठन","好[す]きな テレビ 番組[ばんぐみ]は ニュースです。","My favorite TV program is the news.","मनपर्ने टिभी कार्यक्रम समाचार हो।","糸 + 且 (braiding threads stacked together to assemble a group)","祖 (そ, 祖父) = 礻 + 且; 助 (たす・ける) = 且 + 力","Which kanji is in 番組 (TV program)? 番＿","助 / 組 / 祖","組","組 has 糸 on the left. 祖 has 礻 (祖父). 助 has 力 on the right (助ける).","N3 kanji batch4 vocab_linked kanji_day29 noun verb confusable"
"織","weave; organize","बुन्नु; संगठन","N2 (組織 is N3 vocab)","シキ / ショク","お・る","組織[そしき] — organization — संगठन<br>織[お]る — to weave — बुन्नु<br>織物[おりもの] — textile — कपडा","会社[かいしゃ]の 組織[そしき]が 大[おお]きく 変[か]わった。","The company's organization changed greatly.","कम्पनीको संगठन ठूलो रूपमा बदलियो।","糸 + 戠 (weaving threads precisely into marked fabric patterns)","識 (しき) = 言 + 戠 (batch 1); 職 (しょく) = 耳 + 戠","Which kanji is in 組織 (organization)? 組＿","識 / 職 / 織","織","織 has 糸 (thread — weaving). 識 has 言 (知識). 職 has 耳 (職業). All share 戠.","N3 kanji batch4 vocab_linked kanji_day29 noun verb confusable"
"職","job, occupation","पेसा","N3","ショク","—","職業[しょくぎょう] — occupation — पेसा<br>就職[しゅうしょく] — getting a job — रोजगारी पाउनु<br>退職[たいしょく] — retirement, leaving a job — जागिर छोड्नु<br>職場[しょくば] — workplace — कार्यस्थल","大学[だいがく]を 卒業[そつぎょう]してから 就職[しゅうしょく]した。","I got a job after graduating from university.","विश्वविद्यालय सकेपछि जागिर पाएँ।","耳 + 戠 (lending your ears to listen to orders at your job)","識 (言), 織 (糸) — the same right side with a different radical","","","","","N3 kanji batch4 vocab_linked kanji_day29 noun"
"就","take up (a post); settle into","पदमा बस्नु","N3","シュウ","つ・く","就職[しゅうしょく] — getting a job — रोजगारी<br>就[つ]く — to take up (a position) — पदमा बस्नु<br>就任[しゅうにん] — assuming office — पदभार ग्रहण","彼[かれ]は 新[あたら]しい 仕事[しごと]に 就[つ]いた。","He took up a new job.","उसले नयाँ काम सुरु गर्‍यो।","京 + 尤 (an outstanding talent entering the capital to take up a post)","京 (きょう) is the left half; 付[つ]く / 着[つ]く / 就[つ]く — same reading","Which つく is 'to take up a job'? 仕事に＿く","付 / 就 / 着","就","就く = taking up a post or position (職に就く). 着く = arriving (駅に着く). 付く = attaching (電気が付く).","N3 kanji batch4 vocab_linked kanji_day29 verb confusable"
"退","retreat, withdraw","पछि हट्नु","N3","タイ","しりぞ・く","退職[たいしょく] — leaving a job, retirement — जागिर छोड्नु<br>早退[そうたい] — leaving early — छिट्टै फर्कनु<br>退院[たいいん] — leaving hospital — अस्पतालबाट डिस्चार्ज<br>引退[いんたい] — retirement (from a career) — सन्न्यास","体調[たいちょう]が 悪[わる]くて 早退[そうたい]した。","I felt unwell and left early.","शरीर बिसन्चो भएर छिट्टै फर्कें।","辶 + 艮 (stepping backward while facing forward → retreat)","限 (かぎ・る) = 阝 + 艮; 根 (ね) = 木 + 艮","","","","","N3 kanji batch4 vocab_linked kanji_day29 verb"
"募","recruit; collect","भर्ना; सङ्कलन","N3","ボ","つの・る","募集[ぼしゅう] — recruitment, invitation to apply — भर्ना, आह्वान<br>応募[おうぼ] — application (to an offer) — आवेदन<br>募金[ぼきん] — fundraising — चन्दा सङ्कलन","アルバイトの 募集[ぼしゅう]が 出[で]ている。","There's a part-time job opening posted.","पार्टटाइम कामको भर्ना खुलेको छ।","莫 + 力 (seeking out hidden strength across the land to recruit)","墓 (はか, grave) = 莫 + 土; 暮 (く・らす) = 莫 + 日","Which kanji is in 募集 (recruitment)? ＿集","募 / 墓 / 暮","募","募 has 力 underneath — effort to gather. 墓 has 土 (grave). 暮 has 日 (暮らす).","N3 kanji batch4 vocab_linked kanji_day30 noun confusable"
"集","gather, collect","जम्मा गर्नु","N3","シュウ","あつ・める / あつ・まる","集[あつ]める — to collect, gather (tr.) — जम्मा गर्नु<br>集[あつ]まる — to gather (intr.) — भेला हुनु<br>集中[しゅうちゅう] — concentration — एकाग्रता<br>募集[ぼしゅう] — recruitment — भर्ना<br>集合[しゅうごう] — meeting up, assembly — भेला","駅前[えきまえ]に 九時[くじ]に 集[あつ]まってください。","Please gather in front of the station at nine.","स्टेसन अगाडि नौ बजे भेला हुनुहोस्।","隹 + 木 (birds gathering together atop a tree)","進 (すす・む) = 辶 + 隹; 雑 (ざつ, 複雑) also has 隹","","","","","N3 kanji batch4 vocab_linked kanji_day30 verb"
"応","respond, comply","प्रतिक्रिया","N3","オウ","こた・える","対応[たいおう] — response, handling — प्रतिक्रिया, सम्हाल्नु<br>応募[おうぼ] — application — आवेदन<br>反応[はんのう] — reaction — प्रतिक्रिया<br>応援[おうえん] — support, cheering — समर्थन","お 客[きゃく]さんからの 苦情[くじょう]に 対応[たいおう]した。","I handled a complaint from a customer.","ग्राहकको गुनासो सम्हालेँ।","广 + 心 (giving a heartfelt response from under the roof)","広 (ひろ・い) = 广 + ム — nearly the same frame","Which kanji is in 対応 (response)? 対＿","広 / 応 / 庁","応","応 has 心 under 广 — responding with the heart. 広 has ム (広い). 庁 has 丁 (役所の庁).","N3 kanji batch4 vocab_linked kanji_day30 verb noun confusable"
"援","assist, support","सहयोग","N3","エン","—","応援[おうえん] — cheering, support — समर्थन<br>支援[しえん] — support, aid — सहयोग<br>援助[えんじょ] — assistance — सहायता","みんなで チームを 応援[おうえん]した。","We all cheered for the team.","सबै मिलेर टिमलाई समर्थन गर्‍यौँ।","扌 + 爰 (extending a hand to pull and support someone)","緩 (ゆる・い) = 糸 + 爰; 暖 (あたた・かい) = 日 + 爰","","","","","N3 kanji batch4 vocab_linked kanji_day30 verb noun"
"助","help, save","सहायता","N3","ジョ","たす・ける / たす・かる","助[たす]ける — to help, save — सहायता गर्नु<br>助[たす]かる — to be saved; to be a help — बच्नु; सहयोग हुनु<br>助手[じょしゅ] — assistant — सहायक<br>援助[えんじょ] — assistance — सहायता","手伝[てつだ]ってくれて 本当[ほんとう]に 助[たす]かりました。","Thank you for helping — it was a real help.","सघाइदिनुभएकोमा साँच्चै सहयोग भयो।","且 + 力 (offering stacked physical strength to help)","組 (くみ) = 糸 + 且; 祖 (そ) = 礻 + 且","","","","","N3 kanji batch4 vocab_linked kanji_day30 verb"
"超","exceed, surpass; super-","नाघ्नु","N3","チョウ","こ・える / こ・す","超[こ]える — to exceed (a limit/number) — नाघ्नु<br>超過[ちょうか] — excess — अतिरिक्त<br>超[ちょう]〜 — super-, very (casual) — अति<br>予想[よそう]を 超[こ]える — to exceed expectations — अपेक्षाभन्दा माथि","参加者[さんかしゃ]は 百人[ひゃくにん]を 超[こ]えた。","Participants exceeded one hundred.","सहभागी सय जना नाघे।","走 + 召 (running when summoned, surpassing all limits)","越 (こ・える, cross over a place) — same reading, different use","Which こえる is for exceeding a number? 百人を＿えた","肥 / 越 / 超","超","超える = going past a quantity or limit (百人を超える). 越える = crossing over a physical place or period (山を越える). 肥える = to gain weight.","N3 kanji batch4 vocab_linked kanji_day31 verb confusable"
"越","cross over, go beyond","पार गर्नु","N3","エツ","こ・える / こ・す","引[ひ]っ 越[こ]す — to move house — घर सर्नु<br>越[こ]える — to cross over — पार गर्नु<br>年[とし]を 越[こ]す — to see in the new year — वर्ष पार गर्नु<br>追[お]い 越[こ]す — to overtake — उछिन्नु","来月[らいげつ] 東京[とうきょう]から 大阪[おおさか]に 引[ひ]っ 越[こ]す。","I'm moving from Tokyo to Osaka next month.","अर्को महिना टोकियोबाट ओसाका सर्दैछु।","走 + 戉 (running past a guard's battle-axe to cross over)","超 (こ・える, exceed a number) — the pair to know","","","","","N3 kanji batch4 vocab_linked kanji_day31 verb"
"過","pass; excess; mistake","बित्नु; बढी","N3","カ","す・ぎる / す・ごす / あやま・ち","過[す]ぎる — to pass; to be too much — बित्नु; धेरै हुनु<br>過[す]ごす — to spend (time) — बिताउनु<br>過去[かこ] — the past — विगत<br>食[た]べ 過[す]ぎ — overeating — धेरै खानु<br>経過[けいか] — passage (of time), progress — प्रगति, बित्ने क्रम","週末[しゅうまつ]は 家族[かぞく]と 過[す]ごすことが 多[おお]い。","I often spend weekends with my family.","सप्ताहन्त प्रायः परिवारसँग बिताउँछु।","辶 + 咼 (walking on a crooked path leads past the mark to error)","週 (しゅう) = 辶 + 周 — similar frame; 禍 (か, disaster) = 礻 + 咼","","","","","N3 kanji batch4 vocab_linked kanji_day31 verb"
"座","sit; seat","बस्नु; सिट","N3","ザ","すわ・る","座[すわ]る — to sit — बस्नु<br>座席[ざせき] — seat — सिट<br>口座[こうざ] — bank account — खाता<br>正座[せいざ] — sitting formally (on knees) — औपचारिक बसाइ","銀行[ぎんこう]で 口座[こうざ]を 作[つく]りたいのですが。","I'd like to open a bank account.","बैंकमा खाता खोल्न चाहन्छु।","广 + 人 + 人 + 土 (two people sitting on the ground under a roof)","席 (せき, seat) — often paired; 庫 (こ, 倉庫) also uses 广","","","","","N3 kanji batch4 vocab_linked kanji_day31 verb noun"
"席","seat","सिट","N3","セキ","—","席[せき] — seat — सिट<br>出席[しゅっせき] — attendance — उपस्थिति<br>欠席[けっせき] — absence — अनुपस्थिति<br>座席[ざせき] — seat (in a vehicle) — सिट<br>指定席[していせき] — reserved seat — आरक्षित सिट","病気[びょうき]で 授業[じゅぎょう]を 欠席[けっせき]した。","I was absent from class due to illness.","बिरामी भएर कक्षामा अनुपस्थित भएँ।","广 + 廿 + 巾 (a woven cloth mat laid under a roof for a seat)","度 (ど) = 广 + 廿 + 又 — same top, different bottom","Which kanji means 'seat'? 出＿","座 / 度 / 席","席","席 has 巾 at the bottom. 度 has 又 at the bottom (一度). 座 has 人人土 under 广 — the act of sitting.","N3 kanji batch4 vocab_linked kanji_day31 noun confusable"
"泊","stay overnight","रात बिताउनु","N3","ハク","と・まる / と・める","泊[と]まる — to stay overnight — बास बस्नु<br>泊[と]める — to put someone up — बास दिनु<br>一泊[いっぱく] — one night's stay — एक रात<br>宿泊[しゅくはく] — lodging — बसाइ","京都[きょうと]で 二泊[にはく] するつもりです。","I plan to stay two nights in Kyoto.","क्योटोमा दुई रात बस्ने विचार छ।","氵 + 白 (resting by white water to stay overnight)","止[と]まる (stop) vs 泊[と]まる (stay overnight) — same reading; 拍 (はく) = 扌 + 白","Which とまる is 'stay overnight'? ホテルに＿まる","泊 / 止 / 留","泊","泊まる = staying the night (ホテルに泊まる). 止まる = coming to a stop (車が止まる). 留まる = remaining in place.","N3 kanji batch4 vocab_linked kanji_day32 verb confusable"
"訪","visit","भ्रमण गर्नु","N3","ホウ","たず・ねる / おとず・れる","訪[たず]ねる — to visit — भेट्न जानु<br>訪問[ほうもん] — visit (formal) — भ्रमण<br>訪[おとず]れる — to visit; (a season) to arrive — आउनु","先週[せんしゅう] 先生[せんせい]の お 宅[たく]を 訪[たず]ねた。","Last week I visited my teacher's home.","गत हप्ता शिक्षकको घर भेट्न गएँ।","言 + 方 (speaking words in someone's direction during a visit)","尋[たず]ねる (to ask) vs 訪[たず]ねる (to visit) — same reading, different kanji; 放 (はな・す) = 方 + 攵","Which たずねる means 'to visit'? 先生の家を＿ねた","尋 / 訪 / 探","訪","訪ねる = visiting a place or person. 尋ねる = asking a question (道を尋ねる). 探す = searching for.","N3 kanji batch4 vocab_linked kanji_day32 verb confusable"
"招","invite","निम्तो दिनु","N3","ショウ","まね・く","招待[しょうたい] — invitation — निम्तो<br>招[まね]く — to invite; to bring about — निम्त्याउनु<br>招待状[しょうたいじょう] — invitation card — निम्तो पत्र","結婚式[けっこんしき]に 上司[じょうし]を 招待[しょうたい]した。","I invited my boss to the wedding.","विवाहमा हाकिमलाई निम्तो दिएँ।","扌 + 召 (beckoning with a hand to invite someone)","超 (こ・える) = 走 + 召; 昭 (しょう) = 日 + 召; 紹 (しょう, 紹介) = 糸 + 召","Which kanji is in 招待 (invitation)? ＿待","紹 / 超 / 招","招","招 has 扌 — beckoning with a hand. 紹 has 糸 (紹介). 超 has 走 (超える). All share 召.","N3 kanji batch4 vocab_linked kanji_day32 verb confusable"
"紹","introduce","परिचय गराउनु","N3","ショウ","—","紹介[しょうかい] — introduction — परिचय<br>自己紹介[じこしょうかい] — self-introduction — आत्म परिचय<br>紹介状[しょうかいじょう] — letter of introduction — परिचय पत्र","友達[ともだち]に いい 病院[びょういん]を 紹介[しょうかい]してもらった。","A friend introduced me to a good hospital.","साथीले राम्रो अस्पताल परिचय गराइदिए।","糸 + 召 (a thread linking summoned people together to introduce them)","招 (まね・く) = 扌 + 召","","","","","N3 kanji batch4 vocab_linked kanji_day32 noun"
"祝","celebrate","बधाई, उत्सव","N3","シュク","いわ・う","祝[いわ]う — to celebrate — मनाउनु<br>お 祝[いわ]い — celebration, congratulatory gift — बधाई, उपहार<br>祝日[しゅくじつ] — public holiday — सार्वजनिक बिदा<br>祝福[しゅくふく] — blessing — आशीर्वाद","みんなで 妹[いもうと]の 合格[ごうかく]を 祝[いわ]った。","We all celebrated my sister passing.","सबै मिलेर बहिनीको सफलता मनायौँ।","礻 + 兄 (an elder brother at an altar celebrating and giving thanks)","神 (かみ) and 社 (しゃ) share 礻; 況 (きょう) = 氵 + 兄","Which kanji means 'celebrate'? 合格を＿った","況 / 神 / 祝","祝","祝 = 礻 + 兄. 況 = 氵 + 兄 (状況). 神 = 礻 + 申 (god).","N3 kanji batch4 vocab_linked kanji_day32 verb confusable"
