#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
取り入れる	561	取[と]り 入[い]れる	とりいれる	verb	v1 transitive	to adopt; to incorporate; to bring in	अपनाउनु; समावेश गर्नु	新[あたら]しい 技術[ぎじゅつ]を 積極的[せっきょくてき]に 取[と]り 入[い]れる。	We actively adopt new technology.	雨[あめ]が 降[ふ]る 前[まえ]に 洗濯物[せんたくもの]を 取[と]り 入[い]れた。	I brought in the laundry before it rained.	海外[かいがい]の 考[かんが]え 方[かた]を 取[と]り 入[い]れた 教育[きょういく]。	Education that incorporates overseas approaches.	Aを取り入れる	Adopt (ideas/tech) and literally bring inside (laundry).	N3 batch5 day23 verb
取り上げる	562	取[と]り 上[あ]げる	とりあげる	verb	v1 transitive	to take up (a topic); to take away; to confiscate	उठाउनु (विषय); खोस्नु	その 事件[じけん]は 新聞[しんぶん]で 大[おお]きく 取[と]り 上[あ]げられた。	That incident was covered prominently in the newspaper.	会議[かいぎ]でこの 問題[もんだい]を 取[と]り 上[あ]げたい。	I want to bring up this issue at the meeting.	先生[せんせい]に 携帯[けいたい]を 取[と]り 上[あ]げられた。	The teacher confiscated my phone.	Aを取り上げる（話題・物）	Two faces: feature a topic (media) / confiscate. Passive 取り上げられる common.	N3 batch5 day23 verb
持ち上げる	563	持[も]ち 上[あ]げる	もちあげる	verb	v1 transitive	to lift; to flatter	उचाल्नु; फुर्क्याउनु	この 箱[はこ]は 重[おも]くて 一人[ひとり]では 持[も]ち 上[あ]げられない。	This box is too heavy to lift alone.	赤[あか]ちゃんをそっと 持[も]ち 上[あ]げた。	I gently lifted the baby.	そんなに 持[も]ち 上[あ]げないでください。	Please do not flatter me so much.	Aを持ち上げる	Lift physically; also 'butter up' someone.	N3 batch5 day23 verb
見上げる	564	見上[みあ]げる	みあげる	verb	v1 transitive	to look up at	माथि हेर्नु	夜[よる]、 空[そら]を 見上[みあ]げると 星[ほし]がきれいだった。	At night, when I looked up at the sky, the stars were beautiful.	高[たか]いビルを 見上[みあ]げて、 首[くび]が 痛[いた]くなった。	Looking up at the tall building, my neck got sore.	見上[みあ]げるような 大[おお]きな 木[き]だ。	It is a huge tree you have to look up at.	Aを見上げる	Pair: 見下ろす (look down at, next). 見上げた = admirable (idiom).	N3 batch5 day23 verb
見下ろす	565	見下[みお]ろす	みおろす	verb	v5 transitive	to look down at; to overlook	तल हेर्नु	山[やま]の 上[うえ]から 町[まち]を 見下[みお]ろした。	I looked down on the town from the mountaintop.	この 部屋[へや]からは 海[うみ]を 見下[みお]ろすことができる。	From this room, you can look down over the sea.	高[たか]いところから 見下[みお]ろすと 足[あし]がすくむ。	Looking down from a height makes my legs freeze.	Aを見下ろす	Physical looking down. 見下す (みくだす) = look down on someone (contempt) — different reading!	N3 batch5 day23 verb
見送る	566	見送[みおく]る	みおくる	verb	v5 transitive	to see off; to pass on (postpone/forgo)	बिदाइ गर्नु; टार्नु	空港[くうこう]で 友人[ゆうじん]を 見送[みおく]った。	I saw my friend off at the airport.	今回[こんかい]の 購入[こうにゅう]は 見送[みおく]ることにした。	I decided to pass on the purchase this time.	電車[でんしゃ]が 混[こ]んでいたので 一本[いっぽん] 見送[みおく]った。	The train was crowded, so I let one go by.	Aを見送る	Two faces: see someone off / decide not to do (見送り = postponement).	N3 batch5 day23 verb
見つめる	567	見[み]つめる	みつめる	verb	v1 transitive	to stare at; to gaze at	एकटक हेर्नु; घुर्नु	彼[かれ]は 黙[だま]って 私[わたし]の 目[め]を 見[み]つめた。	He silently gazed into my eyes.	画面[がめん]をずっと 見[み]つめていると 目[め]が 疲[つか]れる。	Staring at the screen all the time tires the eyes.	自分[じぶん]の 心[こころ]を 見[み]つめ 直[なお]す 時間[じかん]が 必要[ひつよう]だ。	I need time to look inward at my own heart again.	Aを見つめる	Intense, steady gaze. 眺める (day 24) = gaze relaxedly.	N3 batch5 day23 verb
立ち止まる	568	立[た]ち 止[ど]まる	たちどまる	verb	v5 intransitive	to stop (walking); to pause	रोकिनु (हिँड्दाहिँड्दै)	きれいな 花[はな]を 見[み]て、 思[おも]わず 立[た]ち 止[ど]まった。	Seeing a beautiful flower, I stopped in spite of myself.	道[みち]の 真[ま]ん 中[なか]で 立[た]ち 止[ど]まらないでください。	Please do not stop in the middle of the road.	たまには 立[た]ち 止[ど]まって 考[かんが]えることも 大切[たいせつ]だ。	Sometimes it is important to pause and think.	立ち止まる	Note rendaku: 止まる → どまる after 立ち.	N3 batch5 day23 verb
立ち上がる	569	立[た]ち 上[あ]がる	たちあがる	verb	v5 intransitive	to stand up; to rise up; to boot up	उठ्नु; खडा हुनु; सुरु हुनु (कम्प्युटर)	彼[かれ]は 急[きゅう]に 立[た]ち 上[あ]がって 部屋[へや]を 出[で]た。	He suddenly stood up and left the room.	パソコンが 立[た]ち 上[あ]がるまで 少[すこ]し 待[ま]ってください。	Please wait a bit until the computer boots up.	失敗[しっぱい]しても、また 立[た]ち 上[あ]がればいい。	Even if you fail, you just have to get back up.	立ち上がる／立ち上げる（vt）	立ち上げる = launch/start (a project, a company). Tech: システムが立ち上がる.	N3 batch5 day23 verb
通り過ぎる	570	通[とお]り 過[す]ぎる	とおりすぎる	verb	v1 intransitive	to pass by; to go past	पार गरेर जानु; अगाडि बढ्नु	考[かんが]え 事[ごと]をしていて、 駅[えき]を 通[とお]り 過[す]ぎてしまった。	I was lost in thought and went past the station.	バスが 止[と]まらずに 通[とお]り 過[す]ぎた。	The bus passed by without stopping.	台風[たいふう]が 通[とお]り 過[す]ぎるまで 家[いえ]にいよう。	Let us stay home until the typhoon passes.	Aを通り過ぎる	V-stem＋過ぎる here = go past (not 'too much'). 乗り過ごす = miss one's stop.	N3 batch5 day23 verb
飛び出す	571	飛[と]び 出[だ]す	とびだす	verb	v5 intransitive	to rush out; to jump out	हामफाल्नु; दौडेर निस्कनु	子[こ]どもが 道路[どうろ]に 飛[と]び 出[だ]して 危[あぶ]なかった。	A child rushed out into the road — it was dangerous.	遅刻[ちこく]しそうで、 朝[あさ]ご 飯[はん]も 食[た]べずに 家[いえ]を 飛[と]び 出[だ]した。	About to be late, I bolted out of the house without breakfast.	本[ほん]の 中[なか]から 写真[しゃしん]が 飛[と]び 出[だ]した。	A photo popped out of the book.	AからBに飛び出す	飛び出し注意 = 'watch for children darting out' sign. Pair: 飛び込む.	N3 batch5 day23 verb
飛び込む	572	飛[と]び 込[こ]む	とびこむ	verb	v5 intransitive	to jump in; to dive in; to rush into	हामफाल्नु (भित्र)	子[こ]どもたちがプールに 飛[と]び 込[こ]んだ。	The children jumped into the pool.	電車[でんしゃ]に 駆[か]け 込[こ]んで、なんとか 飛[と]び 込[こ]んだ。	I dashed and managed to jump onto the train.	新[あたら]しい 世界[せかい]に 飛[と]び 込[こ]む 勇気[ゆうき]が 欲[ほ]しい。	I want the courage to dive into a new world.	Aに飛び込む	Also 飛び込み = walk-in (no appointment). Opposite direction: 飛び出す.	N3 batch5 day23 verb
落ち込む	573	落[お]ち 込[こ]む	おちこむ	verb	v5 intransitive	to feel down; to be depressed; to drop (sales)	निराश हुनु; खस्नु (बिक्री)	試験[しけん]に 落[お]ちて、すっかり 落[お]ち 込[こ]んでいる。	I failed the exam and am feeling really down.	そんなに 落[お]ち 込[こ]まないで。 次[つぎ]があるよ。	Do not be so down. There is a next time.	今月[こんげつ]は 売[う]り 上[あ]げが 大[おお]きく 落[お]ち 込[こ]んだ。	Sales dropped sharply this month.	Aに落ち込む／落ち込んでいる	Emotions and numbers both sink. Casual 'feel down'. Contrast 落ち着く (batch2) = calm down.	N3 batch5 day23 verb
乗り越える	574	乗[の]り 越[こ]える	のりこえる	verb	v1 transitive	to overcome; to get over	पार गर्नु (कठिनाइ)	彼女[かのじょ]は 多[おお]くの 困難[こんなん]を 乗[の]り 越[こ]えてきた。	She has overcome many difficulties.	この 危機[きき]をみんなで 乗[の]り 越[こ]えよう。	Let us overcome this crisis together.	塀[へい]を 乗[の]り 越[こ]えて 逃[に]げた。	He escaped by climbing over the wall.	Aを乗り越える	Overcome hardship (abstract) or climb over (physical). Essay word.	N3 batch5 day23 verb
組み立てる	575	組[く]み 立[た]てる	くみたてる	verb	v1 transitive	to assemble; to put together; to construct (a plan)	जोड्नु; बनाउनु (योजना)	説明書[せつめいしょ]を 見[み]ながら 棚[たな]を 組[く]み 立[た]てた。	I assembled the shelf while looking at the manual.	旅行[りょこう]の 計画[けいかく]を 組[く]み 立[た]てる。	I put together a travel plan.	自分[じぶん]の 考[かんが]えを 論理的[ろんりてき]に 組[く]み 立[た]てる 練習[れんしゅう]をしている。	I practice constructing my thoughts logically.	Aを組み立てる	Furniture and arguments. 組み立て = assembly (IKEA word).	N3 batch5 day23 verb
眺める	576	眺[なが]める	ながめる	verb	v1 transitive	to gaze at; to look out over	हेरिरहनु; दृश्य हेर्नु	窓[まど]から 海[うみ]を 眺[なが]めるのが 好[す]きだ。	I like gazing at the sea from the window.	屋上[おくじょう]から 夜景[やけい]を 眺[なが]めた。	I looked out over the night view from the rooftop.	彼[かれ]はスマホを 眺[なが]めているだけで、 何[なに]もしない。	He just stares at his phone and does nothing.	Aを眺める／眺め（noun = view）	Relaxed, wide gaze (scenery). 見つめる = intense stare. 眺めがいい = the view is good.	N3 batch5 day24 verb
覗く	577	覗[のぞ]く	のぞく	verb	v5 transitive	to peek; to look into; to drop by	चियाउनु; झ्याल्नु	ドアの 隙間[すきま]から 中[なか]を 覗[のぞ]いた。	I peeked inside through the gap in the door.	帰[かえ]りに 本屋[ほんや]をちょっと 覗[のぞ]いてみよう。	Let us pop into the bookstore on the way home.	人[ひと]のスマホを 覗[のぞ]くのは 失礼[しつれい]だ。	Peeking at someone's phone is rude.	Aを覗く	Peek AND casually drop in. Homophone 除く (のぞく) = to exclude — trap!	N3 batch5 day24 verb
抱く	578	抱[だ]く	だく	verb	v5 transitive	to hold in one's arms; to embrace	अँगालो हाल्नु; काखमा लिनु	母親[ははおや]が 赤[あか]ちゃんを 抱[だ]いている。	The mother is holding the baby in her arms.	泣[な]いている 子[こ]どもを 抱[だ]いてあやした。	I held and soothed the crying child.	犬[いぬ]を 抱[だ]いて 病院[びょういん]に 連[つ]れて 行[い]った。	I carried the dog in my arms to the vet.	Aを抱く	Same kanji read いだく = hold (abstract: 夢を抱く, 疑問を抱く). 抱える (batch2) = carry a burden.	N3 batch5 day24 verb
握る	579	握[にぎ]る	にぎる	verb	v5 transitive	to grip; to grasp; to hold (key info)	समात्नु; मुठ्ठीमा लिनु	電車[でんしゃ]の 中[なか]でつり 革[かわ]を 握[にぎ]った。	I gripped the strap in the train.	彼[かれ]と 固[かた]く 手[て]を 握[にぎ]った。	I shook his hand firmly.	その 情報[じょうほう]を 握[にぎ]っているのは 彼女[かのじょ]だけだ。	She is the only one who holds that information.	Aを握る／手を握る／握手	握手 (あくしゅ) = handshake. おにぎり comes from 握る (gripped rice).	N3 batch5 day24 verb
掴む	580	掴[つか]む	つかむ	verb	v5 transitive	to grab; to seize; to grasp (an idea)	समात्नु; बुझ्नु (कुरा)	転[ころ]びそうになって、 手[て]すりを 掴[つか]んだ。	About to fall, I grabbed the handrail.	チャンスをしっかり 掴[つか]みたい。	I want to firmly seize the chance.	話[はなし]の 要点[ようてん]を 掴[つか]むのが 上手[じょうず]だ。	She is good at grasping the main point.	Aを掴む	Sudden grab. コツを掴む = get the knack. Kanji 掴 rare — often kana つかむ.	N3 batch5 day24 verb
譲る	581	譲[ゆず]る	ゆずる	verb	v5 transitive	to give way; to yield; to hand over	छोडिदिनु; सुम्पनु	電車[でんしゃ]でお 年寄[としよ]りに 席[せき]を 譲[ゆず]った。	I gave up my seat to an elderly person on the train.	この 点[てん]については 譲[ゆず]れない。	On this point I cannot yield.	父[ちち]は 店[みせ]を 息子[むすこ]に 譲[ゆず]った。	The father handed the shop over to his son.	AにBを譲る／譲れない	席を譲る = give up a seat (priority-seat culture). 譲り合う = mutual yielding.	N3 batch5 day24 verb
結ぶ	582	結[むす]ぶ	むすぶ	verb	v5 transitive	to tie; to connect; to conclude (a contract)	बाँध्नु; जोड्नु; सम्झौता गर्नु	靴[くつ]のひもをしっかり 結[むす]んだ。	I tied my shoelaces tightly.	この 橋[はし]は 二[ふた]つの 町[まち]を 結[むす]んでいる。	This bridge connects the two towns.	両社[りょうしゃ]は 新[あたら]しい 契約[けいやく]を 結[むす]んだ。	The two companies concluded a new contract.	Aを結ぶ（ひも・契約・関係）	契約を結ぶ = sign a contract. 結果 (batch1), 結論 (batch4) share the kanji.	N3 batch5 day24 verb
解く	583	解[と]く	とく	verb	v5 transitive	to solve; to untie; to undo	हल गर्नु; फुकाउनु	毎日[まいにち] 過去[かこ] 問[もん]を 解[と]いている。	I solve past exam questions every day.	固[かた]く 結[むす]んだひもがなかなか 解[と]けない。	The tightly tied string will not come undone.	誤解[ごかい]を 解[と]くために、 直接[ちょくせつ] 話[はな]した。	To clear up the misunderstanding, I spoke directly.	問題を解く／誤解を解く／解ける（vi）	問題を解く = solve — your daily verb. 解ける (とける) vs 溶ける (melt, batch4) trap.	N3 batch5 day24 verb
剥く	584	剥[む]く	むく	verb	v5 transitive	to peel	बोक्रा ताछ्नु	りんごの 皮[かわ]を 剥[む]いて 食[た]べた。	I peeled the apple and ate it.	玉[たま]ねぎを 剥[む]くと 涙[なみだ]が 出[で]る。	Peeling onions makes tears come.	みかんは 手[て]で 剥[む]ける。	Mandarins can be peeled by hand.	皮を剥く／剥ける（vi）	Homophone 向く (day 24) = to face. Kanji 剥 rare — often kana むく.	N3 batch5 day24 verb
削る	585	削[けず]る	けずる	verb	v5 transitive	to shave; to cut down (budget, time)	ताछ्नु; घटाउनु (बजेट)	鉛筆[えんぴつ]を 削[けず]った。	I sharpened the pencil.	予算[よさん]を 削[けず]らなければならない。	We have to cut the budget.	睡眠[すいみん] 時間[じかん]を 削[けず]って 勉強[べんきょう]した。	I cut into my sleep to study.	Aを削る（鉛筆・予算・時間）	Shave wood / trim budget or hours. 削除 (さくじょ) = delete.	N3 batch5 day24 verb
拭く	586	拭[ふ]く	ふく	verb	v5 transitive	to wipe	पुछ्नु	テーブルを 布巾[ふきん]で 拭[ふ]いた。	I wiped the table with a cloth.	汗[あせ]を 拭[ふ]きながら 歩[ある]いた。	I walked while wiping sweat.	窓[まど]を 拭[ふ]いたら 部屋[へや]が 明[あか]るくなった。	After wiping the windows, the room got brighter.	Aを拭く	Homophone 吹く (blow) — kanji decides. 拭き取る = wipe off.	N3 batch5 day24 verb
治る	587	治[なお]る	なおる	verb	v5 intransitive	to heal; to get better (illness)	निको हुनु	風邪[かぜ]がやっと 治[なお]った。	My cold finally got better.	この 薬[くすり]を 飲[の]めば、すぐ 治[なお]りますよ。	If you take this medicine, you will recover quickly.	けがが 治[なお]るまで 運動[うんどう]は 休[やす]む。	I will rest from exercise until the injury heals.	Aが治る	TRAP: 治る (illness heals) vs 直る (thing gets fixed) — both なおる. Pair: 治す (vt).	N3 batch5 day24 verb
治す	588	治[なお]す	なおす	verb	v5 transitive	to cure; to heal (someone)	निको पार्नु; उपचार गर्नु	この 病気[びょうき]を 治[なお]す 薬[くすり]はまだない。	There is no medicine yet to cure this disease.	早[はや]く 風邪[かぜ]を 治[なお]して 学校[がっこう]に 行[い]きたい。	I want to get over my cold quickly and go to school.	医者[いしゃ]は 多[おお]くの 患者[かんじゃ]を 治[なお]してきた。	The doctor has cured many patients.	Aを治す	Pair with 治る. 直す (fix a thing / correct) is the other なおす — 見直す, やり直す use that one.	N3 batch5 day24 verb
憧れる	589	憧[あこが]れる	あこがれる	verb	v1 intransitive	to long for; to admire; to aspire to	चाहना गर्नु; आदर्श मान्नु	子[こ]どもの 頃[ころ]、パイロットに 憧[あこが]れていた。	As a child, I dreamed of being a pilot.	都会[とかい]の 生活[せいかつ]に 憧[あこが]れて 上京[じょうきょう]した。	Longing for city life, I moved to Tokyo.	憧[あこが]れの 先輩[せんぱい]と 話[はな]せて 嬉[うれ]しかった。	I was happy to talk with the senior I look up to.	Aに憧れる／憧れの＋N	Takes に. 憧れ (noun) = admiration/yearning. Kanji hard — often kana あこがれる.	N3 batch5 day24 verb
恐れる	590	恐[おそ]れる	おそれる	verb	v1 transitive	to fear; to be afraid of	डराउनु	失敗[しっぱい]を 恐[おそ]れずに 挑戦[ちょうせん]しよう。	Let us take on the challenge without fearing failure.	人々[ひとびと]は 戦争[せんそう]を 恐[おそ]れている。	People fear war.	彼[かれ]は 何[なに]も 恐[おそ]れない。	He fears nothing.	Aを恐れる／恐れがある	恐れがある = there is a risk of (news grammar). 怖い = scared (feeling); 恐れる = fear (verb, written).	N3 batch5 day24 verb
慰める	591	慰[なぐさ]める	なぐさめる	verb	v1 transitive	to comfort; to console	सान्त्वना दिनु	試合[しあい]に 負[ま]けた 友人[ゆうじん]を 慰[なぐさ]めた。	I comforted my friend who lost the match.	何[なん]と 言[い]って 慰[なぐさ]めればいいか 分[わ]からなかった。	I did not know what to say to console her.	音楽[おんがく]が 私[わたし]を 慰[なぐさ]めてくれた。	Music comforted me.	Aを慰める	Pair: 励ます (next) = encourage forward; 慰める = soothe after.	N3 batch5 day24 verb
励ます	592	励[はげ]ます	はげます	verb	v5 transitive	to encourage; to cheer up	हौसला दिनु	落[お]ち 込[こ]んでいる 友達[ともだち]を 励[はげ]ました。	I encouraged my friend who was feeling down.	家族[かぞく]の 言葉[ことば]に 励[はげ]まされて、 頑張[がんば]れた。	Encouraged by my family's words, I was able to keep going.	お 互[たが]いに 励[はげ]まし 合[あ]って 試験[しけん]を 乗[の]り 越[こ]えた。	We encouraged each other and got through the exam.	Aを励ます／励まし合う	励まし = encouragement. 励む (はげむ) = work hard at.	N3 batch5 day24 verb
焦る	593	焦[あせ]る	あせる	verb	v5 intransitive	to be impatient; to panic; to rush	हतार गर्नु; आत्तिनु	時間[じかん]がなくて 焦[あせ]った。	I panicked because there was no time.	焦[あせ]らず、 一[ひと]つずつやりましょう。	Do not rush — let us do one thing at a time.	周[まわ]りが 就職[しゅうしょく]を 決[き]めていて、 焦[あせ]りを 感[かん]じる。	Everyone around me has jobs lined up and I feel anxious.	焦る／焦らず／焦り（noun）	Time-pressure panic. 慌てる (batch2) = flustered in the moment; 焦る = anxious about pace.	N3 batch5 day24 verb
奢る	594	奢[おご]る	おごる	verb	v5 transitive	to treat (pay for someone)	खुवाउनु (पैसा तिरेर)	今日[きょう]は 私[わたし]が 奢[おご]るよ。	Today it is my treat.	先輩[せんぱい]に 昼[ひる]ご 飯[はん]を 奢[おご]ってもらった。	My senior treated me to lunch.	給料[きゅうりょう]が 出[で]たら、 後輩[こうはい]に 奢[おご]ってあげよう。	When I get paid, I will treat my junior.	AにBを奢る／奢ってもらう	Usually kana おごる. Very common in work-drinking culture. 割り勘 = split the bill.	N3 batch5 day24 verb
向く	595	向[む]く	むく	verb	v5 intransitive	to face; to turn toward; to be suited to	फर्किनु; उपयुक्त हुनु	こちらを 向[む]いてください。	Please face this way.	この 仕事[しごと]は 私[わたし]に 向[む]いていない。	This job is not suited to me.	南[みなみ]を 向[む]いた 部屋[へや]は 明[あか]るい。	A south-facing room is bright.	Aを向く／Aに向いている	Aに向いている = be suited to. Pair: 向ける (batch3, vt). Homophone 剥く (peel).	N3 batch5 day24 verb
沈む	596	沈[しず]む	しずむ	verb	v5 intransitive	to sink; to set (sun); to feel gloomy	डुब्नु; अस्ताउनु	太陽[たいよう]が 海[うみ]に 沈[しず]んでいく。	The sun is sinking into the sea.	船[ふね]が 嵐[あらし]で 沈[しず]んだ。	The ship sank in the storm.	悪[わる]い 知[し]らせを 聞[き]いて、 気持[きも]ちが 沈[しず]んだ。	Hearing the bad news, my spirits sank.	Aが沈む	Sun, ships, moods. Pair: 浮かぶ (float, next).	N3 batch5 day24 verb
浮かぶ	597	浮[う]かぶ	うかぶ	verb	v5 intransitive	to float; to come to mind	तैरिनु; मनमा आउनु	湖[みずうみ]にボートが 浮[う]かんでいる。	A boat is floating on the lake.	いいアイデアが 浮[う]かんだ。	A good idea came to mind.	彼女[かのじょ]の 顔[かお]に 笑[え]みが 浮[う]かんだ。	A smile appeared on her face.	Aが浮かぶ／頭に浮かぶ	頭に浮かぶ = come to mind. 思い浮かぶ same. Opposite: 沈む.	N3 batch5 day24 verb
流す	598	流[なが]す	ながす	verb	v5 transitive	to let flow; to flush; to play (music); to shed (tears)	बगाउनु; बजाउनु (संगीत)	トイレの 水[みず]を 流[なが]すのを 忘[わす]れないで。	Do not forget to flush the toilet.	店内[てんない]では 静[しず]かな 音楽[おんがく]が 流[なが]れている。	Quiet music is playing in the shop.	彼[かれ]は 涙[なみだ]を 流[なが]しながら 話[はな]した。	He spoke while shedding tears.	Aを流す／流れる（vi）	Water, music, tears, and rumors (うわさを流す). 聞き流す = let it go in one ear.	N3 batch5 day24 verb
散る	599	散[ち]る	ちる	verb	v5 intransitive	to fall (petals); to scatter	झर्नु (फूल); छरिनु	桜[さくら]は 咲[さ]いてすぐ 散[ち]ってしまう。	Cherry blossoms scatter soon after blooming.	風[かぜ]で 紙[かみ]が 散[ち]った。	The papers scattered in the wind.	気[き]が 散[ち]って 勉強[べんきょう]に 集中[しゅうちゅう]できない。	I am distracted and cannot concentrate on studying.	Aが散る／気が散る	気が散る = get distracted. 散らかる = be messy (room). 散歩 shares the kanji.	N3 batch5 day24 verb
